# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "--primary" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap_primary/SNF2_4_Aligned_counts.txt" "./databases/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/SNF2_4_Aligned.sortedByCoord.out.bam
YOR316C	chrXV	906236	907555	-	1320	1840
YOR316C-A	chrXV	907726	907935	-	210	5
YOR317W	chrXV	909343	911445	+	2103	2824
YOR318C	chrXV	911784	912085	-	302	144
YOR318C	chrXV	912433	912436	-	4	4
YOR319W	chrXV	912822	913463	+	642	242
YOR320C	chrXV	913619	915094	-	1476	1187
YOR322C	chrXV	918606	921062	-	2457	1614
YOR323C	chrXV	921535	922905	-	1371	2579
YOR324C	chrXV	923232	925040	-	1809	704
YOR325W	chrXV	924577	925050	+	474	77
YOR326W	chrXV	925721	930445	+	4725	3759
YOR327C	chrXV	930734	931081	-	348	3133
YOR328W	chrXV	931803	936497	+	4695	886
YOR329C	chrXV	936731	939349	-	2619	1849
YOR329W-A	chrXV	939348	939557	+	210	24
YOR330C	chrXV	939621	943385	-	3765	1551
YOR331C	chrXV	943565	944122	-	558	6146
YOR332W	chrXV	943656	944357	+	702	8985
YOR333C	chrXV	944541	944957	-	417	58
YOR334W	chrXV	944596	946008	+	1413	275
YOR335C	chrXV	946233	949109	-	2877	4658
YOR335W-A	chrXV	946568	946648	+	81	426
YOR336W	chrXV	949773	953870	+	4098	903
YOR337W	chrXV	954344	956623	+	2280	286
YOR338W	chrXV	956898	957989	+	1092	105
YOR339C	chrXV	958362	958832	-	471	49
YOR340C	chrXV	959202	960182	-	981	356
YOR341W	chrXV	960987	965981	+	4995	2219
YOR342C	chrXV	966666	967625	-	960	628
YOR343C	chrXV	968148	968474	-	327	55
YOR343W-B	chrXV	970578	971871	+	1294	63
YOR343W-B	chrXV	971873	975891	+	4019	35
YOR343W-A	chrXV	970578	971894	+	1317	63
YOR344C	chrXV	977194	978069	-	876	408
YOR345C	chrXV	981812	982162	-	351	40
YOR346W	chrXV	981828	984785	+	2958	1025
YOR347C	chrXV	984942	986462	-	1521	1810
YOR348C	chrXV	986899	988782	-	1884	672
YOR349W	chrXV	989789	992833	+	3045	441
YOR350C	chrXV	992864	994855	-	1992	361
YOR351C	chrXV	995018	996511	-	1494	67
YOR352W	chrXV	997213	998244	+	1032	533
YOR353C	chrXV	998453	1000828	-	2376	1199
YOR354C	chrXV	1001147	1003225	-	2079	831
YOR355W	chrXV	1005137	1006705	+	1569	993
YOR356W	chrXV	1007221	1009116	+	1896	2018
YOR357C	chrXV	1009224	1009712	-	489	496
YOR358W	chrXV	1010161	1010889	+	729	743
YOR359W	chrXV	1011189	1012760	+	1572	139
YOR360C	chrXV	1013241	1014821	-	1581	562
YOR361C	chrXV	1015361	1017652	-	2292	3207
YOR362C	chrXV	1017880	1018746	-	867	5283
YOR363C	chrXV	1020222	1023212	-	2991	630
YOR364W	chrXV	1023371	1023739	+	369	28
YOR365C	chrXV	1023461	1025572	-	2112	202
YOR366W	chrXV	1025256	1025609	+	354	47
YOR367W	chrXV	1026007	1026609	+	603	599
YOR368W	chrXV	1026843	1028048	+	1206	362
YOR369C	chrXV	1028194	1028625	-	432	30723
YOR370C	chrXV	1029183	1030994	-	1812	2266
YOR371C	chrXV	1031489	1034182	-	2694	356
YOR372C	chrXV	1034807	1036471	-	1665	524
YOR373W	chrXV	1036834	1039389	+	2556	564
YOR374W	chrXV	1039840	1041399	+	1560	19498
YOR375C	chrXV	1041678	1043042	-	1365	12345
YOR376W	chrXV	1043191	1043559	+	369	156
YOR376W-A	chrXV	1045196	1045351	+	156	62
YOR377W	chrXV	1046226	1047803	+	1578	1177
YOR378W	chrXV	1049511	1051058	+	1548	101
YOR379C	chrXV	1050726	1051064	-	339	22
YOR380W	chrXV	1051290	1052930	+	1641	576
YOR381W	chrXV	1055545	1057680	+	2136	372
YOR381W-A	chrXV	1058423	1058590	+	168	10
YOR382W	chrXV	1059531	1059992	+	462	8759
YOR383C	chrXV	1060441	1061055	-	615	50773
YOR384W	chrXV	1061564	1063648	+	2085	859
YOR385W	chrXV	1065043	1065915	+	873	218
YOR386W	chrXV	1066839	1068536	+	1698	571
YOR387C	chrXV	1069621	1070241	-	621	90
YOR388C	chrXV	1071793	1072923	-	1131	4
YOR389W	chrXV	1074213	1076087	+	1875	159
YOR390W	chrXV	1076784	1077911	+	1128	55
YOR391C	chrXV	1078545	1079258	-	714	2
YOR392W	chrXV	1079282	1079725	+	444	1
YOR393W	chrXV	1080276	1081589	+	1314	0
YOR394W	chrXV	1082718	1083212	+	495	0
YOR394C-A	chrXV	1084202	1084369	-	168	5
YOR396W	chrXV	1085473	1090863	+	5391	0
YOR396C-A	chrXV	1090015	1090497	-	483	0
YCR009C	chrIII	130745	131542	-	798	2283
YCR084C	chrIII	260311	262452	-	2142	2544
YCL076W	chrIII	1392	2135	+	744	0
YCL073C	chrIII	6479	8326	-	1848	0
YCL069W	chrIII	9706	11082	+	1377	0
YCL068C	chrIII	11503	12285	-	783	0
YCL067C	chrIII	12386	13018	-	633	0
YCL066W	chrIII	13282	13809	+	528	0
YCL065W	chrIII	13751	14119	+	369	0
YCL064C	chrIII	15798	16880	-	1083	2401
YCL063W	chrIII	17290	18561	+	1272	888
YCL061C	chrIII	18816	22106	-	3291	668
YCL059C	chrIII	22429	23379	-	951	1846
YCL058C	chrIII	23523	23981	-	459	184
YCL058W-A	chrIII	23584	23925	+	342	113
YCL057C-A	chrIII	24032	24325	-	294	1886
YCL057W	chrIII	24768	26906	+	2139	3080
YCL056C	chrIII	26925	27359	-	435	491
YCL055W	chrIII	27929	28936	+	1008	528
YCL054W	chrIII	31449	33974	+	2526	602
YCL052C	chrIII	34143	35393	-	1251	1300
YCL051W	chrIII	35865	37616	+	1752	1979
YCL050C	chrIII	37836	38801	-	966	2883
YCL049C	chrIII	39786	40724	-	939	1779
YCL048W-A	chrIII	41488	41727	+	240	43
YCL048W	chrIII	42165	43556	+	1392	114
YCL047C	chrIII	43661	44437	-	777	344
YCL045C	chrIII	44623	46905	-	2283	3436
YCL046W	chrIII	46640	46963	+	324	145
YCL044C	chrIII	47111	48364	-	1254	955
YCL043C	chrIII	48653	50221	-	1569	17159
YCL041C	chrIII	50133	50627	-	495	582
YCL042W	chrIII	50584	50943	+	360	1630
YCL040W	chrIII	50838	52340	+	1503	25888
YCL039W	chrIII	52645	54882	+	2238	1685
YCL038C	chrIII	54941	56527	-	1587	964
YCL037C	chrIII	57374	58678	-	1305	14
YCL036W	chrIII	59026	60726	+	1701	53
YCL035C	chrIII	60841	61173	-	333	1949
YCL034W	chrIII	61658	62722	+	1065	2688
YCL033C	chrIII	62776	63282	-	507	934
YCL032W	chrIII	63441	64481	+	1041	1177
YCL031C	chrIII	64675	65568	-	894	1228
YCL030C	chrIII	65934	68333	-	2400	1668
YCL029C	chrIII	68599	69921	-	1323	654
YCL028W	chrIII	70150	71367	+	1218	1927
YCL027W	chrIII	71803	73341	+	1539	275
YCL026C-B	chrIII	73405	73986	-	582	468
YCL026C-A	chrIII	74704	75285	-	582	52
YCL025C	chrIII	76018	77919	-	1902	1005
YCL023C	chrIII	78949	79296	-	348	23
YCL024W	chrIII	79162	82275	+	3114	510
YCL022C	chrIII	81570	82085	-	516	152
YCL021W-A	chrIII	83620	83997	+	378	57
YCL019W	chrIII	85102	86391	+	1290	0
YCL019W	chrIII	86393	90415	+	4023	0
YCL020W	chrIII	85102	86418	+	1317	0
YCL018W	chrIII	91324	92418	+	1095	0
YCL017C	chrIII	92777	94270	-	1494	1593
YCL016C	chrIII	94621	95763	-	1143	455
YCL014W	chrIII	96281	101191	+	4911	611
YCL012C	chrIII	101317	101633	-	317	226
YCL012C	chrIII	101701	101788	-	88	60
YCL011C	chrIII	102075	103358	-	1284	4290
YCL010C	chrIII	103571	104350	-	780	781
YCL009C	chrIII	104619	105548	-	930	6291
YCL008C	chrIII	105696	106853	-	1158	1370
YCL007C	chrIII	106974	107366	-	393	1536
YCL005W-A	chrIII	107023	107033	+	11	167
YCL005W-A	chrIII	107111	107191	+	81	726
YCL005W-A	chrIII	107288	107417	+	130	1587
YCL005W	chrIII	108021	108791	+	771	644
YCL004W	chrIII	109105	110670	+	1566	341
YCL002C	chrIII	110808	111557	-	750	425
YCL002C	chrIII	111634	111675	-	42	10
YCL001W	chrIII	111916	112482	+	567	1305
YCL001W-A	chrIII	113080	113541	+	462	19
YCL001W-B	chrIII	113770	114024	+	255	36
YCR001W	chrIII	115685	115999	+	315	54
YCR002C	chrIII	117380	118348	-	969	1816
YCR003W	chrIII	118620	119171	+	552	462
YCR004C	chrIII	119575	120318	-	744	4638
YCR005C	chrIII	120946	122328	-	1383	3503
YCR006C	chrIII	122530	123003	-	474	98
YCR007C	chrIII	126011	126730	-	720	261
YCR008W	chrIII	128470	130281	+	1812	1847
YCR010C	chrIII	132273	133124	-	852	336
YCR011C	chrIII	133724	136873	-	3150	2640
YCR012W	chrIII	137746	138996	+	1251	132993
YCR013C	chrIII	138402	139049	-	648	87605
YCR014C	chrIII	139185	140933	-	1749	341
YCR015C	chrIII	141217	142170	-	954	208
YCR016W	chrIII	143634	144506	+	873	503
YCR017C	chrIII	144773	147634	-	2862	3959
YCR018C	chrIII	148238	148903	-	666	147
YCR018C-A	chrIII	151608	151862	-	255	21
YCR019W	chrIII	152837	153928	+	1092	361
YCR020C	chrIII	154012	154659	-	648	70
YCR020C-A	chrIII	154830	155096	-	267	321
YCR020W-B	chrIII	155320	155556	+	237	117
YCR021C	chrIII	156109	157107	-	999	265
YCR022C	chrIII	157421	157765	-	345	34
YCR023C	chrIII	158538	160373	-	1836	808
YCR024C	chrIII	160744	162222	-	1479	543
YCR024C-B	chrIII	162599	162865	-	267	2705
YCR024C-A	chrIII	162945	163067	-	123	1377
YCR025C	chrIII	163446	163856	-	411	197
YCR026C	chrIII	164111	166339	-	2229	1365
YCR027C	chrIII	167370	167999	-	630	384
YCR028C	chrIII	170886	172424	-	1539	572
YCR028C-A	chrIII	172950	173115	-	166	878
YCR028C-A	chrIII	173199	173440	-	242	1189
YCR030C	chrIII	173826	176438	-	2613	1879
YCR031C	chrIII	177500	177906	-	407	14981
YCR031C	chrIII	178214	178220	-	7	1186
YCR032W	chrIII	179520	186023	+	6504	795
YCR033W	chrIII	186489	190169	+	3681	1774
YCR034W	chrIII	190592	191635	+	1044	1745
YCR035C	chrIII	191834	193018	-	1185	846
YCR036W	chrIII	193297	194298	+	1002	1366
YCR037C	chrIII	194414	197185	-	2772	1076
YCR038C	chrIII	197621	199549	-	1929	329
YCR038W-A	chrIII	199293	199418	+	126	8
YCR039C	chrIII	199546	200178	-	633	0
YCR040W	chrIII	200442	200969	+	528	0
YCR041W	chrIII	200911	201243	+	333	144
YCR042C	chrIII	201174	205397	-	4224	1650
YCR043C	chrIII	206261	206644	-	384	599
YCR044C	chrIII	206877	207950	-	1074	1204
YCR045C	chrIII	208135	209610	-	1476	449
YCR045W-A	chrIII	208751	209101	+	351	120
YCR046C	chrIII	209914	210423	-	510	870
YCR047C	chrIII	210718	211545	-	828	627
YCR047W-A	chrIII	211301	211507	+	207	133
YCR049C	chrIII	211871	212317	-	447	235
YCR048W	chrIII	211929	213761	+	1833	2066
YCR050C	chrIII	213464	213772	-	309	630
YCR051W	chrIII	214071	214739	+	669	2363
YCR052W	chrIII	214994	216445	+	1452	1487
YCR053W	chrIII	216697	218241	+	1545	4554
YCR054C	chrIII	218376	220067	-	1692	141
YCR057C	chrIII	220457	223228	-	2772	442
YCR059C	chrIII	223454	224230	-	777	1331
YCR060W	chrIII	224399	224734	+	336	492
YCR061W	chrIII	225563	227458	+	1896	818
YCR064C	chrIII	228095	228505	-	411	40
YCR063W	chrIII	228318	228791	+	474	84
YCR065W	chrIII	229310	231004	+	1695	615
YCR066W	chrIII	231500	232963	+	1464	292
YCR067C	chrIII	233125	236322	-	3198	1558
YCR068W	chrIII	237214	238776	+	1563	478
YCR069W	chrIII	239055	240011	+	957	2728
YCR071C	chrIII	240103	240543	-	441	482
YCR072C	chrIII	240805	242352	-	1548	83
YCR073C	chrIII	242588	246583	-	3996	1307
YCR073W-A	chrIII	246963	247910	+	948	1728
YCR075C	chrIII	248033	248815	-	783	662
YCR075W-A	chrIII	248975	249202	+	228	487
YCR076C	chrIII	249293	250045	-	753	714
YCR077C	chrIII	250238	252628	-	2391	2655
YCR079W	chrIII	252845	254173	+	1329	1333
YCR081W	chrIII	254371	258654	+	4284	348
YCR081C-A	chrIII	258415	258651	-	237	103
YCR082W	chrIII	258883	259269	+	387	1128
YCR083W	chrIII	259578	259961	+	384	487
YCR085W	chrIII	262916	263269	+	354	12
YCR086W	chrIII	263392	263964	+	573	203
YCR087W	chrIII	263976	264491	+	516	905
YCR087C-A	chrIII	264006	264467	-	462	893
YCR088W	chrIII	265068	266846	+	1779	3930
YCR089W	chrIII	267434	272263	+	4830	845
YCR090C	chrIII	272315	272863	-	549	721
YCR091W	chrIII	274404	276566	+	2163	912
YCR092C	chrIII	276764	279820	-	3057	483
YCR093W	chrIII	280117	286443	+	6327	1692
YCR094W	chrIII	286762	287937	+	1176	687
YCR095C	chrIII	288170	289258	-	1089	467
YCR095W-A	chrIII	289639	289797	+	159	12
YCR096C	chrIII	293179	293538	-	360	0
YCR097W	chrIII	293835	293939	+	105	91
YCR097W	chrIII	293994	294239	+	246	377
YCR097W	chrIII	294292	294321	+	30	45
YCR097W-A	chrIII	294439	294705	+	267	0
YCR098C	chrIII	297049	298605	-	1557	110
YCR099C	chrIII	300832	301299	-	468	181
YCR100C	chrIII	301271	302221	-	951	186
YCR101C	chrIII	302482	303030	-	549	37
YCR102C	chrIII	304361	305467	-	1107	169
YCR102W-A	chrIII	306735	306932	+	198	15
YCR104W	chrIII	307801	308175	+	375	44
YCR105W	chrIII	309070	310155	+	1086	190
YCR106W	chrIII	310958	313456	+	2499	181
YCR107W	chrIII	313890	314981	+	1092	322
YCR108C	chrIII	315997	316188	-	192	0
YGL196W	chrVII	129883	131169	+	1287	923
YGL131C	chrVII	261648	265859	-	4212	399
YGL059W	chrVII	392223	393698	+	1476	558
YGR017W	chrVII	523787	524680	+	894	1743
YGR088W	chrVII	654634	656322	+	1689	556
YGR147C	chrVII	786054	786920	-	867	1069
YGR212W	chrVII	917040	918446	+	1407	199
YGL263W	chrVII	2790	3932	+	1143	131
YGL262W	chrVII	5312	5839	+	528	24
YGL261C	chrVII	6290	6652	-	363	12
YGL260W	chrVII	6860	7090	+	231	1
YGL259W	chrVII	8470	8967	+	498	44
YGL258W-A	chrVII	9162	9395	+	234	55
YGL258W	chrVII	11110	11730	+	621	46
YGL257C	chrVII	12481	14157	-	1677	797
YGL256W	chrVII	15159	16307	+	1149	712
YGL255W	chrVII	20978	22108	+	1131	691
YGL254W	chrVII	22304	23203	+	900	271
YGL253W	chrVII	23935	25395	+	1461	30709
YGL252C	chrVII	25718	27484	-	1767	3200
YGL251C	chrVII	27921	31426	-	3506	291
YGL251C	chrVII	31579	31636	-	58	0
YGL250W	chrVII	31910	32635	+	726	484
YGL249W	chrVII	33098	35212	+	2115	112
YGL248W	chrVII	35653	36762	+	1110	1121
YGL247W	chrVII	36933	37526	+	594	333
YGL246C	chrVII	37617	38780	-	1164	643
YGL245W	chrVII	39023	41149	+	2127	10883
YGL244W	chrVII	41498	43174	+	1677	2490
YGL243W	chrVII	43307	44509	+	1203	336
YGL242C	chrVII	44652	45197	-	546	665
YGL241W	chrVII	45445	48459	+	3015	539
YGL240W	chrVII	48613	49365	+	753	85
YGL239C	chrVII	49431	49745	-	315	76
YGL238W	chrVII	49552	52434	+	2883	1617
YGL237C	chrVII	52731	53528	-	798	824
YGL236C	chrVII	53787	55796	-	2010	308
YGL235W	chrVII	55279	55815	+	537	45
YGL234W	chrVII	56482	58890	+	2409	3105
YGL233W	chrVII	59122	61854	+	2733	1145
YGL232W	chrVII	62075	62131	+	57	41
YGL232W	chrVII	62190	63002	+	813	734
YGL231C	chrVII	63048	63620	-	573	1517
YGL230C	chrVII	63772	64215	-	444	29
YGL229C	chrVII	64503	66959	-	2457	387
YGL228W	chrVII	67598	69331	+	1734	2893
YGL227W	chrVII	69671	72547	+	2877	1926
YGL226C-A	chrVII	72749	72988	-	240	885
YGL226C-A	chrVII	73138	73158	-	21	138
YGL226W	chrVII	73340	73711	+	372	492
YGL225W	chrVII	76894	77907	+	1014	2612
YGL224C	chrVII	78015	78857	-	843	614
YGL223C	chrVII	79112	80365	-	1254	658
YGL222C	chrVII	80659	81186	-	528	350
YGL221C	chrVII	81426	82292	-	867	1311
YGL220W	chrVII	82374	82736	+	363	969
YGL219C	chrVII	82878	84257	-	1380	1477
YGL218W	chrVII	83650	84300	+	651	381
YGL217C	chrVII	84839	85180	-	342	47
YGL216W	chrVII	84885	87302	+	2418	837
YGL215W	chrVII	87981	89339	+	1359	1670
YGL214W	chrVII	90010	90495	+	486	647
YGL213C	chrVII	90054	91247	-	1194	1117
YGL212W	chrVII	91432	92382	+	951	196
YGL211W	chrVII	92512	93591	+	1080	841
YGL210W	chrVII	93792	94460	+	669	781
YGL209W	chrVII	95858	97006	+	1149	2761
YGL208W	chrVII	97338	98585	+	1248	835
YGL207W	chrVII	98969	102076	+	3108	3547
YGL206C	chrVII	102543	107504	-	4962	3030
YGL205W	chrVII	108158	110404	+	2247	165
YGL204C	chrVII	111700	112005	-	306	61
YGL203C	chrVII	112475	114664	-	2190	2188
YGL202W	chrVII	116059	117561	+	1503	4793
YGL201C	chrVII	117854	120907	-	3054	1263
YGL200C	chrVII	122694	123305	-	612	4834
YGL199C	chrVII	123572	124042	-	471	1538
YGL198W	chrVII	123591	124298	+	708	2438
YGL197W	chrVII	124698	129161	+	4464	1710
YGL195W	chrVII	131525	139543	+	8019	4747
YGL194C-A	chrVII	139719	139961	-	243	60
YGL194C	chrVII	140368	141726	-	1359	298
YGL193C	chrVII	141916	142227	-	312	350
YGL192W	chrVII	142246	144048	+	1803	1024
YGL191W	chrVII	144808	145197	+	390	1493
YGL190C	chrVII	145809	147389	-	1581	2146
YGL189C	chrVII	148229	148588	-	360	12296
YGL188C-A	chrVII	148824	148964	-	141	18
YGL188C	chrVII	149343	149516	-	174	93
YGL187C	chrVII	149704	150171	-	468	848
YGL186C	chrVII	151037	152776	-	1740	1144
YGL185C	chrVII	153167	154306	-	1140	503
YGL184C	chrVII	154615	156012	-	1398	199
YGL183C	chrVII	156543	157199	-	657	35
YGL183C	chrVII	157283	157285	-	3	0
YGL182C	chrVII	157273	157596	-	324	4
YGL181W	chrVII	157906	159096	+	1191	2530
YGL180W	chrVII	160065	162758	+	2694	672
YGL179C	chrVII	163409	165091	-	1683	534
YGL178W	chrVII	167352	167354	+	3	11
YGL178W	chrVII	167995	170571	+	2577	768
YGL177W	chrVII	167559	167906	+	348	13
YGL176C	chrVII	171415	173079	-	1665	534
YGL175C	chrVII	173285	174322	-	1038	75
YGL174W	chrVII	174545	175345	+	801	378
YGL173C	chrVII	175527	180113	-	4587	4299
YGL172W	chrVII	180700	182118	+	1419	1541
YGL171W	chrVII	182390	184084	+	1695	188
YGL170C	chrVII	184153	185394	-	1242	14
YGL169W	chrVII	186059	187339	+	1281	321
YGL168W	chrVII	187464	187796	+	333	1490
YGL167C	chrVII	187616	190468	-	2853	4035
YGL166W	chrVII	191129	191806	+	678	841
YGL165C	chrVII	191398	191976	-	579	690
YGL164C	chrVII	191978	193300	-	1323	1044
YGL163C	chrVII	193707	196403	-	2697	1055
YGL162W	chrVII	198138	199037	+	900	347
YGL161C	chrVII	199210	200142	-	933	2572
YGL160W	chrVII	200561	202273	+	1713	952
YGL159W	chrVII	202721	203833	+	1113	387
YGL158W	chrVII	207033	208571	+	1539	739
YGL157W	chrVII	209006	210049	+	1044	1653
YGL156W	chrVII	210416	213667	+	3252	998
YGL155W	chrVII	214081	215211	+	1131	525
YGL154C	chrVII	215278	216096	-	819	469
YGL153W	chrVII	216273	217298	+	1026	708
YGL152C	chrVII	216692	217369	-	678	513
YGL151W	chrVII	217524	220922	+	3399	1356
YGL150C	chrVII	221104	225573	-	4470	2011
YGL149W	chrVII	225572	225877	+	306	24
YGL148W	chrVII	226399	227529	+	1131	5563
YGL147C	chrVII	227754	228329	-	576	12551
YGL146C	chrVII	228751	229686	-	936	251
YGL145W	chrVII	230243	232348	+	2106	440
YGL144C	chrVII	232450	234507	-	2058	317
YGL143C	chrVII	234717	235958	-	1242	417
YGL142C	chrVII	236269	238119	-	1851	657
YGL141W	chrVII	238353	241085	+	2733	839
YGL140C	chrVII	241353	245012	-	3660	1447
YGL139W	chrVII	245716	248124	+	2409	1094
YGL138C	chrVII	248494	249531	-	1038	6
YGL137W	chrVII	249869	249886	+	18	18
YGL137W	chrVII	250087	252738	+	2652	4181
YGL136C	chrVII	252897	253859	-	963	437
YGL135W	chrVII	254641	255294	+	654	5113
YGL134W	chrVII	255663	256964	+	1302	502
YGL133W	chrVII	257707	261501	+	3795	947
YGL132W	chrVII	261580	261915	+	336	77
YGL130W	chrVII	266145	267524	+	1380	968
YGL129C	chrVII	267723	269075	-	1353	618
YGL128C	chrVII	269293	270144	-	852	328
YGL127C	chrVII	270392	270775	-	384	573
YGL126W	chrVII	270997	272139	+	1143	2679
YGL125W	chrVII	272520	274322	+	1803	1075
YGL124C	chrVII	274780	276714	-	1935	620
YGL123W	chrVII	277617	278381	+	765	28318
YGL123C-A	chrVII	277634	277864	-	231	7529
YGL122C	chrVII	278946	280523	-	1578	2681
YGL121C	chrVII	280777	281157	-	381	88
YGL120C	chrVII	281634	283937	-	2304	1044
YGL119W	chrVII	284442	285947	+	1506	480
YGL118C	chrVII	288014	288451	-	438	14
YGL117W	chrVII	288512	289309	+	798	720
YGL116W	chrVII	289809	291641	+	1833	759
YGL115W	chrVII	292033	293001	+	969	1239
YGL114W	chrVII	293460	295637	+	2178	1119
YGL113W	chrVII	295932	297938	+	2007	368
YGL112C	chrVII	298178	299728	-	1551	895
YGL111W	chrVII	299978	301369	+	1392	772
YGL110C	chrVII	301537	303411	-	1875	953
YGL109W	chrVII	303513	303836	+	324	218
YGL108C	chrVII	303649	304071	-	423	319
YGL107C	chrVII	304333	306273	-	1941	625
YGL106W	chrVII	306560	307009	+	450	2834
YGL105W	chrVII	307437	308567	+	1131	6957
YGL104C	chrVII	308713	310173	-	1461	601
YGL103W	chrVII	310967	311015	+	49	2713
YGL103W	chrVII	311527	311927	+	401	23471
YGL102C	chrVII	311505	311933	-	429	23567
YGL101W	chrVII	312193	312840	+	648	383
YGL100W	chrVII	313234	314283	+	1050	1152
YGL099W	chrVII	314631	316553	+	1923	950
YGL098W	chrVII	317342	318079	+	738	492
YGL097W	chrVII	321782	323230	+	1449	1807
YGL096W	chrVII	325331	326161	+	831	185
YGL095C	chrVII	328874	330607	-	1734	1368
YGL094C	chrVII	331118	334465	-	3348	986
YGL093W	chrVII	334886	337639	+	2754	1002
YGL092W	chrVII	337906	341859	+	3954	1405
YGL091C	chrVII	342056	343042	-	987	639
YGL090W	chrVII	343319	344584	+	1266	357
YGL089C	chrVII	344791	345153	-	363	189
YGL088W	chrVII	345836	346201	+	366	99
YGL087C	chrVII	346406	346808	-	403	765
YGL087C	chrVII	346894	346904	-	11	60
YGL086W	chrVII	347119	349368	+	2250	1020
YGL085W	chrVII	349616	350440	+	825	373
YGL084C	chrVII	350616	352298	-	1683	1209
YGL083W	chrVII	353058	355472	+	2415	618
YGL082W	chrVII	355827	356972	+	1146	1413
YGL081W	chrVII	357377	358339	+	963	126
YGL080W	chrVII	358636	359028	+	393	1277
YGL079W	chrVII	359444	360100	+	657	322
YGL078C	chrVII	360288	361859	-	1572	1166
YGL077C	chrVII	362225	363916	-	1692	2261
YGL076C	chrVII	364335	364964	-	630	7011
YGL076C	chrVII	365433	365526	-	94	2306
YGL076C	chrVII	365986	365996	-	11	602
YGL075C	chrVII	366925	368088	-	1164	286
YGL074C	chrVII	368596	368922	-	327	109
YGL073W	chrVII	368753	371254	+	2502	2359
YGL072C	chrVII	371003	371362	-	360	583
YGL071W	chrVII	372012	374084	+	2073	839
YGL070C	chrVII	374459	374827	-	369	436
YGL069C	chrVII	375050	375514	-	465	808
YGL068W	chrVII	375087	375671	+	585	1012
YGL067W	chrVII	376101	377255	+	1155	675
YGL066W	chrVII	377609	379582	+	1974	906
YGL065C	chrVII	379760	381271	-	1512	645
YGL064C	chrVII	381523	383208	-	1686	228
YGL063W	chrVII	383654	384766	+	1113	422
YGL063C-A	chrVII	384502	384651	-	150	75
YGL062W	chrVII	385196	388732	+	3537	3728
YGL061C	chrVII	388968	389711	-	744	278
YGL060W	chrVII	390065	391990	+	1926	370
YGL058W	chrVII	393986	394504	+	519	698
YGL057C	chrVII	394966	395829	-	864	189
YGL056C	chrVII	396035	397618	-	1584	1156
YGL055W	chrVII	398628	400160	+	1533	12239
YGL054C	chrVII	400871	401287	-	417	1622
YGL053W	chrVII	402589	403302	+	714	391
YGL052W	chrVII	403437	403742	+	306	152
YGL051W	chrVII	403687	404391	+	705	123
YGL050W	chrVII	405776	406597	+	822	439
YGL049C	chrVII	406860	409604	-	2745	2552
YGL048C	chrVII	410069	411286	-	1218	4368
YGL047W	chrVII	411552	412160	+	609	852
YGL045W	chrVII	414102	415730	+	1629	537
YGL044C	chrVII	416146	417036	-	891	736
YGL043W	chrVII	417483	418412	+	930	953
YGL042C	chrVII	418288	418593	-	306	403
YGL041C-B	chrVII	418704	418886	-	183	79
YGL041W-A	chrVII	418825	419289	+	465	440
YGL041C	chrVII	419022	419225	-	204	237
YGL040C	chrVII	419527	420555	-	1029	1885
YGL039W	chrVII	423961	425007	+	1047	981
YGL038C	chrVII	425362	426804	-	1443	1556
YGL037C	chrVII	427297	427947	-	651	11191
YGL036W	chrVII	428601	431330	+	2730	2395
YGL035C	chrVII	431548	433062	-	1515	3525
YGL034C	chrVII	433214	433579	-	366	49
YGL033W	chrVII	435625	435679	+	55	0
YGL033W	chrVII	435750	436351	+	602	21
YGL032C	chrVII	436570	436833	-	264	214
YGL031C	chrVII	437467	437934	-	468	9457
YGL030W	chrVII	439091	439093	+	3	2410
YGL030W	chrVII	439324	439638	+	315	24417
YGL029W	chrVII	440063	440425	+	363	426
YGL028C	chrVII	441281	442909	-	1629	503
YGL027C	chrVII	443642	446143	-	2502	3082
YGL026C	chrVII	446412	448535	-	2124	5557
YGL025C	chrVII	448764	449957	-	1194	790
YGL024W	chrVII	449788	450123	+	336	95
YGL023C	chrVII	450197	452104	-	1908	2999
YGL022W	chrVII	452404	454560	+	2157	5681
YGL021W	chrVII	454785	457067	+	2283	848
YGL020C	chrVII	457163	457870	-	708	1648
YGL019W	chrVII	458156	458992	+	837	2107
YGL018C	chrVII	459110	459664	-	555	290
YGL017W	chrVII	459854	461365	+	1512	739
YGL016W	chrVII	461666	464911	+	3246	452
YGL015C	chrVII	465043	465435	-	393	14
YGL014W	chrVII	466141	468807	+	2667	2056
YGL014C-A	chrVII	466237	466398	-	162	54
YGL013C	chrVII	469092	472298	-	3207	692
YGL012W	chrVII	472855	474276	+	1422	6173
YGL011C	chrVII	474489	475247	-	759	3840
YGL010W	chrVII	475545	476069	+	525	513
YGL009C	chrVII	476313	478652	-	2340	5129
YGL008C	chrVII	479910	482666	-	2757	22712
YGL007C-A	chrVII	482941	483027	-	87	23
YGL007W	chrVII	483260	483637	+	378	35
YGL006W-A	chrVII	485423	485533	+	111	13
YGL006W	chrVII	485921	489442	+	3522	3877
YGL005C	chrVII	489708	490547	-	840	670
