# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap/WT_4_Aligned_counts.txt" "./databases/alignment/WT_4_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/WT_4_Aligned.sortedByCoord.out.bam
YGL208W	chrVII	97338	98585	+	1248	593
YGL207W	chrVII	98969	102076	+	3108	2109
YGL206C	chrVII	102543	107504	-	4962	2426
YGL205W	chrVII	108158	110404	+	2247	176
YGL204C	chrVII	111700	112005	-	306	75
YGL203C	chrVII	112475	114664	-	2190	1332
YGL202W	chrVII	116059	117561	+	1503	4566
YGL201C	chrVII	117854	120907	-	3054	715
YGL200C	chrVII	122694	123305	-	612	3656
YGL199C	chrVII	123572	124042	-	471	1302
YGL198W	chrVII	123591	124298	+	708	1869
YGL197W	chrVII	124698	129161	+	4464	1434
YGL195W	chrVII	131525	139543	+	8019	3750
YGL194C-A	chrVII	139719	139961	-	243	66
YGL194C	chrVII	140368	141726	-	1359	169
YGL193C	chrVII	141916	142227	-	312	208
YGL192W	chrVII	142246	144048	+	1803	814
YGL191W	chrVII	144808	145197	+	390	1009
YGL190C	chrVII	145809	147389	-	1581	1553
YGL189C	chrVII	148229	148588	-	360	17209
YGL188C-A	chrVII	148824	148964	-	141	11
YGL188C	chrVII	149343	149516	-	174	43
YGL187C	chrVII	149704	150171	-	468	825
YGL186C	chrVII	151037	152776	-	1740	1776
YGL185C	chrVII	153167	154306	-	1140	341
YGL184C	chrVII	154615	156012	-	1398	174
YGL183C	chrVII	156543	157199	-	657	13
YGL183C	chrVII	157283	157285	-	3	0
YGL182C	chrVII	157273	157596	-	324	6
YGL181W	chrVII	157906	159096	+	1191	1713
YGL180W	chrVII	160065	162758	+	2694	453
YGL179C	chrVII	163409	165091	-	1683	729
YGL178W	chrVII	167352	167354	+	3	3
YGL178W	chrVII	167995	170571	+	2577	816
YGL177W	chrVII	167559	167906	+	348	19
YGL176C	chrVII	171415	173079	-	1665	324
YGL175C	chrVII	173285	174322	-	1038	45
YGL174W	chrVII	174545	175345	+	801	191
YGL173C	chrVII	175527	180113	-	4587	3580
YGL172W	chrVII	180700	182118	+	1419	1092
YGL171W	chrVII	182390	184084	+	1695	238
YGL170C	chrVII	184153	185394	-	1242	11
YGL169W	chrVII	186059	187339	+	1281	390
YGL168W	chrVII	187464	187796	+	333	808
YGL167C	chrVII	187616	190468	-	2853	2847
YGL166W	chrVII	191129	191806	+	678	711
YGL165C	chrVII	191398	191976	-	579	571
YGL164C	chrVII	191978	193300	-	1323	700
YGL163C	chrVII	193707	196403	-	2697	472
YGL162W	chrVII	198138	199037	+	900	730
YGL161C	chrVII	199210	200142	-	933	1798
YGL160W	chrVII	200561	202273	+	1713	641
YGL159W	chrVII	202721	203833	+	1113	336
YGL158W	chrVII	207033	208571	+	1539	262
YGL157W	chrVII	209006	210049	+	1044	1648
YGL156W	chrVII	210416	213667	+	3252	475
YGL155W	chrVII	214081	215211	+	1131	509
YGL154C	chrVII	215278	216096	-	819	323
YGL153W	chrVII	216273	217298	+	1026	470
YGL152C	chrVII	216692	217369	-	678	332
YGL151W	chrVII	217524	220922	+	3399	822
YGL150C	chrVII	221104	225573	-	4470	1653
YGL149W	chrVII	225572	225877	+	306	27
YGL148W	chrVII	226399	227529	+	1131	5523
YGL147C	chrVII	227754	228329	-	576	14634
YGL146C	chrVII	228751	229686	-	936	121
YGL145W	chrVII	230243	232348	+	2106	343
YGL144C	chrVII	232450	234507	-	2058	279
YGL143C	chrVII	234717	235958	-	1242	466
YGL142C	chrVII	236269	238119	-	1851	491
YGL141W	chrVII	238353	241085	+	2733	642
YGL140C	chrVII	241353	245012	-	3660	980
YGL139W	chrVII	245716	248124	+	2409	753
YGL138C	chrVII	248494	249531	-	1038	3
YGL137W	chrVII	249869	249886	+	18	8
YGL137W	chrVII	250087	252738	+	2652	2941
YGL136C	chrVII	252897	253859	-	963	297
YGL135W	chrVII	254641	255294	+	654	5398
YGL134W	chrVII	255663	256964	+	1302	392
YGL133W	chrVII	257707	261501	+	3795	747
YGL132W	chrVII	261580	261915	+	336	72
YGL130W	chrVII	266145	267524	+	1380	700
YGL129C	chrVII	267723	269075	-	1353	613
YGL128C	chrVII	269293	270144	-	852	284
YGL127C	chrVII	270392	270775	-	384	445
YGL126W	chrVII	270997	272139	+	1143	2067
YGL125W	chrVII	272520	274322	+	1803	959
YGL124C	chrVII	274780	276714	-	1935	453
YGL123W	chrVII	277617	278381	+	765	32481
YGL123C-A	chrVII	277634	277864	-	231	9064
YGL122C	chrVII	278946	280523	-	1578	2625
YGL121C	chrVII	280777	281157	-	381	125
YGL120C	chrVII	281634	283937	-	2304	1337
YGL119W	chrVII	284442	285947	+	1506	378
YGL118C	chrVII	288014	288451	-	438	8
YGL117W	chrVII	288512	289309	+	798	715
YGL116W	chrVII	289809	291641	+	1833	513
YGL115W	chrVII	292033	293001	+	969	1127
YGL114W	chrVII	293460	295637	+	2178	796
YGL113W	chrVII	295932	297938	+	2007	239
YGL112C	chrVII	298178	299728	-	1551	784
YGL111W	chrVII	299978	301369	+	1392	597
YGL110C	chrVII	301537	303411	-	1875	544
YGL109W	chrVII	303513	303836	+	324	165
YGL108C	chrVII	303649	304071	-	423	250
YGL107C	chrVII	304333	306273	-	1941	556
YGL106W	chrVII	306560	307009	+	450	2200
YGL105W	chrVII	307437	308567	+	1131	5487
YGL104C	chrVII	308713	310173	-	1461	480
YGL103W	chrVII	310967	311015	+	49	2797
YGL103W	chrVII	311527	311927	+	401	21984
YGL102C	chrVII	311505	311933	-	429	22065
YGL101W	chrVII	312193	312840	+	648	397
YGL100W	chrVII	313234	314283	+	1050	923
YGL099W	chrVII	314631	316553	+	1923	803
YGL098W	chrVII	317342	318079	+	738	411
YGL097W	chrVII	321782	323230	+	1449	1395
YGL096W	chrVII	325331	326161	+	831	271
YGL095C	chrVII	328874	330607	-	1734	900
YGL094C	chrVII	331118	334465	-	3348	846
YGL093W	chrVII	334886	337639	+	2754	626
YGL092W	chrVII	337906	341859	+	3954	1101
YGL091C	chrVII	342056	343042	-	987	387
YGL090W	chrVII	343319	344584	+	1266	267
YGL089C	chrVII	344791	345153	-	363	90
YGL088W	chrVII	345836	346201	+	366	84
YGL087C	chrVII	346406	346808	-	403	548
YGL087C	chrVII	346894	346904	-	11	39
YGL086W	chrVII	347119	349368	+	2250	649
YGL085W	chrVII	349616	350440	+	825	244
YGL084C	chrVII	350616	352298	-	1683	925
YGL083W	chrVII	353058	355472	+	2415	562
YGL082W	chrVII	355827	356972	+	1146	1066
YGL081W	chrVII	357377	358339	+	963	78
YGL080W	chrVII	358636	359028	+	393	758
YGL079W	chrVII	359444	360100	+	657	263
YGL078C	chrVII	360288	361859	-	1572	1550
YGL077C	chrVII	362225	363916	-	1692	1783
YGL076C	chrVII	364335	364964	-	630	8267
YGL076C	chrVII	365433	365526	-	94	3130
YGL076C	chrVII	365986	365996	-	11	732
YGL075C	chrVII	366925	368088	-	1164	144
YGL074C	chrVII	368596	368922	-	327	89
YGL073W	chrVII	368753	371254	+	2502	1444
YGL072C	chrVII	371003	371362	-	360	312
YGL071W	chrVII	372012	374084	+	2073	637
YGL070C	chrVII	374459	374827	-	369	446
YGL069C	chrVII	375050	375514	-	465	1144
YGL068W	chrVII	375087	375671	+	585	1436
YGL067W	chrVII	376101	377255	+	1155	611
YGL066W	chrVII	377609	379582	+	1974	738
YGL065C	chrVII	379760	381271	-	1512	451
YGL064C	chrVII	381523	383208	-	1686	224
YGL063W	chrVII	383654	384766	+	1113	362
YGL063C-A	chrVII	384502	384651	-	150	55
YGL062W	chrVII	385196	388732	+	3537	1803
YGL061C	chrVII	388968	389711	-	744	201
YGL060W	chrVII	390065	391990	+	1926	318
YGL058W	chrVII	393986	394504	+	519	562
YGL057C	chrVII	394966	395829	-	864	135
YGL056C	chrVII	396035	397618	-	1584	914
YGL055W	chrVII	398628	400160	+	1533	12281
YGL054C	chrVII	400871	401287	-	417	1215
YGL053W	chrVII	402589	403302	+	714	357
YGL052W	chrVII	403437	403742	+	306	123
YGL051W	chrVII	403687	404391	+	705	96
YGL050W	chrVII	405776	406597	+	822	360
YGL049C	chrVII	406860	409604	-	2745	1786
YGL048C	chrVII	410069	411286	-	1218	3552
YGL047W	chrVII	411552	412160	+	609	505
YGL045W	chrVII	414102	415730	+	1629	417
YGL044C	chrVII	416146	417036	-	891	594
YGL043W	chrVII	417483	418412	+	930	751
YGL042C	chrVII	418288	418593	-	306	300
YGL041C-B	chrVII	418704	418886	-	183	76
YGL041W-A	chrVII	418825	419289	+	465	389
YGL041C	chrVII	419022	419225	-	204	219
YGL040C	chrVII	419527	420555	-	1029	2146
YGL039W	chrVII	423961	425007	+	1047	946
YGL038C	chrVII	425362	426804	-	1443	1229
YGL037C	chrVII	427297	427947	-	651	13686
YGL036W	chrVII	428601	431330	+	2730	1269
YGL035C	chrVII	431548	433062	-	1515	1799
YGL034C	chrVII	433214	433579	-	366	7
YGL033W	chrVII	435625	435679	+	55	0
YGL033W	chrVII	435750	436351	+	602	9
YGL032C	chrVII	436570	436833	-	264	213
YGL031C	chrVII	437467	437934	-	468	8670
YGL030W	chrVII	439091	439093	+	3	2366
YGL030W	chrVII	439324	439638	+	315	25108
YGL029W	chrVII	440063	440425	+	363	433
YGL028C	chrVII	441281	442909	-	1629	1312
YGL027C	chrVII	443642	446143	-	2502	1670
YGL026C	chrVII	446412	448535	-	2124	3836
YGL025C	chrVII	448764	449957	-	1194	650
YGL024W	chrVII	449788	450123	+	336	100
YGL023C	chrVII	450197	452104	-	1908	1703
YGL022W	chrVII	452404	454560	+	2157	4112
YGL021W	chrVII	454785	457067	+	2283	411
YGL020C	chrVII	457163	457870	-	708	1137
YGL019W	chrVII	458156	458992	+	837	1709
YGL018C	chrVII	459110	459664	-	555	324
YGL017W	chrVII	459854	461365	+	1512	516
YGL016W	chrVII	461666	464911	+	3246	375
YGL015C	chrVII	465043	465435	-	393	11
YGL014W	chrVII	466141	468807	+	2667	1415
YGL014C-A	chrVII	466237	466398	-	162	47
YGL013C	chrVII	469092	472298	-	3207	557
YGL012W	chrVII	472855	474276	+	1422	4174
YGL011C	chrVII	474489	475247	-	759	3600
YGL010W	chrVII	475545	476069	+	525	321
YGL009C	chrVII	476313	478652	-	2340	4203
YGL008C	chrVII	479910	482666	-	2757	30863
YGL007C-A	chrVII	482941	483027	-	87	6
YGL007W	chrVII	483260	483637	+	378	24
YGL006W-A	chrVII	485423	485533	+	111	9
YGL006W	chrVII	485921	489442	+	3522	3288
YGL005C	chrVII	489708	490547	-	840	443
YGL004C	chrVII	490703	491956	-	1254	467
YGL003C	chrVII	492474	494174	-	1701	752
YGL002W	chrVII	494517	495167	+	651	655
YGL001C	chrVII	495453	496502	-	1050	1938
YGR001C	chrVII	497133	497365	-	233	176
YGR001C	chrVII	497459	497937	-	479	390
YGR001C	chrVII	498000	498034	-	35	39
YGR002C	chrVII	498476	499906	-	1431	379
YGR003W	chrVII	500132	502366	+	2235	192
YGR004W	chrVII	502938	504326	+	1389	306
YGR005C	chrVII	504657	505859	-	1203	1365
YGR006W	chrVII	506070	506825	+	756	176
YGR007W	chrVII	506969	507940	+	972	1214
YGR008C	chrVII	508110	508364	-	255	6714
YGR009C	chrVII	509047	511002	-	1956	1365
YGR010W	chrVII	511545	512732	+	1188	496
YGR011W	chrVII	512497	512823	+	327	197
YGR012W	chrVII	513159	514340	+	1182	578
YGR013W	chrVII	514554	516416	+	1863	656
YGR014W	chrVII	516943	520863	+	3921	1419
YGR015C	chrVII	521090	522076	-	987	239
YGR016W	chrVII	522261	522833	+	573	77
YGR018C	chrVII	524365	524694	-	330	802
YGR019W	chrVII	525229	526644	+	1416	1990
YGR020C	chrVII	526973	527329	-	357	2663
YGR021W	chrVII	527632	528504	+	873	900
YGR022C	chrVII	529257	529586	-	330	184
YGR023W	chrVII	529264	530919	+	1656	993
YGR024C	chrVII	531883	532596	-	714	742
YGR025W	chrVII	532639	532941	+	303	49
YGR026W	chrVII	532985	533821	+	837	1627
YGR027C	chrVII	534132	534458	-	327	16504
YGR027W-B	chrVII	536057	537361	+	1305	0
YGR027W-B	chrVII	537363	541325	+	3963	1
YGR027W-A	chrVII	536057	537379	+	1323	0
YGR028W	chrVII	542203	543291	+	1089	650
YGR029W	chrVII	543553	543638	+	86	83
YGR029W	chrVII	543722	544205	+	484	513
YGR030C	chrVII	545681	546157	-	477	174
YGR031W	chrVII	546441	547469	+	1029	792
YGR031C-A	chrVII	546809	547300	-	492	414
YGR032W	chrVII	548264	553951	+	5688	3323
YGR033C	chrVII	554248	554967	-	720	627
YGR034W	chrVII	555812	555830	+	19	1446
YGR034W	chrVII	556308	556672	+	365	11560
YGR035C	chrVII	557072	557422	-	351	632
YGR035W-A	chrVII	557565	557786	+	222	75
YGR036C	chrVII	558149	558868	-	720	386
YGR037C	chrVII	559731	559994	-	264	3163
YGR038W	chrVII	560682	561350	+	669	488
YGR038C-B	chrVII	562199	566161	-	3963	0
YGR038C-B	chrVII	566163	567467	-	1305	26
YGR038C-A	chrVII	566145	567467	-	1323	26
YGR039W	chrVII	574888	575199	+	312	16
YGR040W	chrVII	575398	576504	+	1107	364
YGR041W	chrVII	577487	579130	+	1644	662
YGR042W	chrVII	579476	580291	+	816	460
YGR043C	chrVII	580435	581436	-	1002	201
YGR044C	chrVII	582990	583892	-	903	848
YGR045C	chrVII	583934	584296	-	363	47
YGR046W	chrVII	584895	586052	+	1158	508
YGR047C	chrVII	586392	589469	-	3078	336
YGR048W	chrVII	589826	590911	+	1086	857
YGR049W	chrVII	591314	591877	+	564	451
YGR050C	chrVII	592086	592442	-	357	108
YGR051C	chrVII	592906	593229	-	324	79
YGR052W	chrVII	593596	594705	+	1110	235
YGR053C	chrVII	594986	595837	-	852	121
YGR054W	chrVII	596693	598621	+	1929	1518
YGR055W	chrVII	599417	601141	+	1725	2040
YGR056W	chrVII	601661	604447	+	2787	617
YGR057C	chrVII	604773	605501	-	729	247
YGR058W	chrVII	606136	607143	+	1008	172
YGR059W	chrVII	607563	609101	+	1539	21
YGR060W	chrVII	610564	611493	+	930	4192
YGR061C	chrVII	611889	615965	-	4077	5783
YGR062C	chrVII	616328	617278	-	951	376
YGR063C	chrVII	617516	617824	-	309	886
YGR064W	chrVII	617621	617989	+	369	580
YGR065C	chrVII	618077	619858	-	1782	556
YGR066C	chrVII	620921	621799	-	879	117
YGR067C	chrVII	622372	624786	-	2415	125
YGR068C	chrVII	625324	627084	-	1761	453
YGR068W-A	chrVII	626294	626389	+	96	25
YGR069W	chrVII	627083	627418	+	336	20
YGR070W	chrVII	627806	631273	+	3468	1075
YGR071C	chrVII	631481	634063	-	2583	391
YGR072W	chrVII	634304	635467	+	1164	499
YGR073C	chrVII	635615	635986	-	372	413
YGR074W	chrVII	635712	636152	+	441	570
YGR075C	chrVII	636147	636875	-	729	344
YGR076C	chrVII	637104	637577	-	474	270
YGR077C	chrVII	637744	639513	-	1770	622
YGR078C	chrVII	639772	640371	-	600	441
YGR079W	chrVII	640720	641832	+	1113	101
YGR080W	chrVII	642010	643008	+	999	913
YGR081C	chrVII	643148	643780	-	633	196
YGR082W	chrVII	644044	644595	+	552	1206
YGR083C	chrVII	644860	646815	-	1956	951
YGR084C	chrVII	647123	648142	-	1020	567
YGR085C	chrVII	648383	648907	-	525	2557
YGR086C	chrVII	649598	650617	-	1020	8757
YGR087C	chrVII	651290	652981	-	1692	30
YGR089W	chrVII	656960	659770	+	2811	615
YGR090W	chrVII	662358	666071	+	3714	1062
YGR091W	chrVII	666341	667825	+	1485	247
YGR092W	chrVII	668189	669907	+	1719	638
YGR093W	chrVII	670388	671911	+	1524	433
YGR094W	chrVII	672186	675500	+	3315	7588
YGR095C	chrVII	675671	676342	-	672	787
YGR096W	chrVII	676621	677565	+	945	299
YGR097W	chrVII	678695	682135	+	3441	2468
YGR098C	chrVII	682566	687458	-	4893	325
YGR099W	chrVII	687899	689965	+	2067	311
YGR100W	chrVII	690245	693097	+	2853	1150
YGR101W	chrVII	693363	694403	+	1041	499
YGR102C	chrVII	694584	695135	-	552	344
YGR103W	chrVII	695417	697234	+	1818	2452
YGR104C	chrVII	697445	698368	-	924	288
YGR105W	chrVII	698599	698832	+	234	824
YGR106C	chrVII	698989	699786	-	798	2805
YGR107W	chrVII	702667	703116	+	450	6
YGR108W	chrVII	703636	705051	+	1416	494
YGR109C	chrVII	705359	706501	-	1143	32
YGR109W-B	chrVII	707610	708459	+	850	82
YGR109W-B	chrVII	708461	712254	+	3794	158
YGR109W-A	chrVII	707610	708482	+	873	84
YGR110W	chrVII	713709	715046	+	1338	113
YGR111W	chrVII	715828	717030	+	1203	429
YGR112W	chrVII	717358	718527	+	1170	512
YGR113W	chrVII	718893	719924	+	1032	418
YGR114C	chrVII	720265	720654	-	390	75
YGR115C	chrVII	720372	721151	-	780	211
YGR116W	chrVII	720409	724764	+	4356	2093
YGR117C	chrVII	725049	726479	-	1431	559
YGR118W	chrVII	726974	727038	+	65	1515
YGR118W	chrVII	727358	727730	+	373	9417
YGR119C	chrVII	728046	729671	-	1626	1172
YGR120C	chrVII	730033	730821	-	789	218
YGR121C	chrVII	731449	732927	-	1479	655
YGR121W-A	chrVII	733412	733627	+	216	11
YGR122W	chrVII	733935	735143	+	1209	412
YGR122C-A	chrVII	735630	735758	-	129	11
YGR123C	chrVII	736662	738203	-	1542	534
YGR124W	chrVII	739944	741662	+	1719	8856
YGR125W	chrVII	742325	745435	+	3111	867
YGR126W	chrVII	745835	746527	+	693	51
YGR127W	chrVII	746798	747736	+	939	458
YGR128C	chrVII	747950	750091	-	2142	380
YGR129W	chrVII	750400	751047	+	648	172
YGR130C	chrVII	751394	753844	-	2451	4053
YGR131W	chrVII	754726	755250	+	525	250
YGR132C	chrVII	755589	756452	-	864	2257
YGR133W	chrVII	756896	757447	+	552	239
YGR134W	chrVII	757770	761138	+	3369	605
YGR135W	chrVII	761392	762168	+	777	3753
YGR136W	chrVII	762428	763153	+	726	2747
YGR137W	chrVII	762888	763262	+	375	1906
YGR138C	chrVII	763762	765606	-	1845	1145
YGR139W	chrVII	765726	766064	+	339	29
YGR140W	chrVII	767429	770299	+	2871	275
YGR141W	chrVII	770569	771972	+	1404	868
YGR142W	chrVII	772454	773686	+	1233	407
YGR143W	chrVII	775193	777508	+	2316	1367
YGR144W	chrVII	780399	781379	+	981	66
YGR145W	chrVII	781767	783890	+	2124	706
YGR146C	chrVII	784223	784858	-	636	1187
YGR146C-A	chrVII	785276	785437	-	162	11
YGR148C	chrVII	787312	787779	-	468	5977
YGR149W	chrVII	789031	790329	+	1299	669
YGR150C	chrVII	790459	793053	-	2595	541
YGR151C	chrVII	794655	794990	-	336	300
YGR152C	chrVII	794674	795492	-	819	596
YGR153W	chrVII	796092	796745	+	654	118
YGR154C	chrVII	796798	797868	-	1071	278
YGR155W	chrVII	798543	800066	+	1524	6455
YGR156W	chrVII	800546	801823	+	1278	417
YGR157W	chrVII	802440	805049	+	2610	1762
YGR158C	chrVII	805269	806021	-	753	391
YGR159C	chrVII	806412	807656	-	1245	6227
YGR160W	chrVII	807073	807684	+	612	1478
YGR161C	chrVII	808629	809420	-	792	2544
YGR161W-C	chrVII	810227	810505	+	279	455
YGR161W-B	chrVII	811738	813030	+	1293	0
YGR161W-B	chrVII	813032	817051	+	4020	0
YGR161W-A	chrVII	811738	813054	+	1317	0
YGR161C-D	chrVII	817747	821709	-	3963	6
YGR161C-D	chrVII	821711	823015	-	1305	0
YGR161C-C	chrVII	821693	823015	-	1323	0
YGR162W	chrVII	824059	826917	+	2859	2722
YGR163W	chrVII	827552	828577	+	1026	622
YGR164W	chrVII	828625	828960	+	336	32
YGR165W	chrVII	829116	830153	+	1038	509
YGR166W	chrVII	830515	832197	+	1683	704
YGR167W	chrVII	832456	833157	+	702	2838
YGR168C	chrVII	833352	834482	-	1131	306
YGR169C	chrVII	834689	835903	-	1215	311
YGR169C-A	chrVII	836387	836665	-	279	576
YGR170W	chrVII	837142	840558	+	3417	944
YGR171C	chrVII	840824	842551	-	1728	257
YGR172C	chrVII	842845	843591	-	747	633
YGR173W	chrVII	843854	844960	+	1107	460
YGR174C	chrVII	845893	846405	-	513	523
YGR174W-A	chrVII	846655	846741	+	87	27
YGR175C	chrVII	846933	848423	-	1491	3098
YGR176W	chrVII	848720	849067	+	348	217
YGR177C	chrVII	848829	850436	-	1608	432
YGR178C	chrVII	851047	853215	-	2169	2695
YGR179C	chrVII	853675	854895	-	1221	260
YGR180C	chrVII	855264	856301	-	1038	6798
YGR181W	chrVII	858287	858604	+	318	832
YGR182C	chrVII	858551	858904	-	354	635
YGR183C	chrVII	859063	859260	-	198	614
YGR183C	chrVII	859474	859476	-	3	59
YGR184C	chrVII	859901	865753	-	5853	1666
YGR185C	chrVII	866336	867520	-	1185	2996
YGR186W	chrVII	867774	869981	+	2208	2107
YGR187C	chrVII	870232	871416	-	1185	486
YGR188C	chrVII	872044	875109	-	3066	83
YGR189C	chrVII	876669	878192	-	1524	7273
YGR190C	chrVII	880296	880661	-	366	219
YGR191W	chrVII	880420	882231	+	1812	1825
YGR192C	chrVII	882812	883810	-	999	271104
YGR193C	chrVII	884509	885741	-	1233	1390
YGR194C	chrVII	886073	887875	-	1803	699
YGR195W	chrVII	888882	889622	+	741	544
YGR196C	chrVII	889733	892186	-	2454	718
YGR197C	chrVII	892497	894140	-	1644	305
YGR198W	chrVII	894693	897146	+	2454	904
YGR199W	chrVII	897502	899781	+	2280	675
YGR200C	chrVII	899904	902270	-	2367	761
YGR201C	chrVII	902520	903197	-	678	334
YGR202C	chrVII	903474	904748	-	1275	1244
YGR203W	chrVII	905237	905683	+	447	396
YGR204W	chrVII	905934	908774	+	2841	8211
YGR204C-A	chrVII	909061	909174	-	114	72
YGR205W	chrVII	909213	910085	+	873	686
YGR206W	chrVII	910432	910737	+	306	195
YGR207C	chrVII	910843	911628	-	786	884
YGR208W	chrVII	911883	912812	+	930	1222
YGR209C	chrVII	912913	913227	-	315	5324
YGR210C	chrVII	913503	914738	-	1236	1434
YGR211W	chrVII	915241	916701	+	1461	957
YGR213C	chrVII	918512	919465	-	954	275
YGR214W	chrVII	920575	920664	+	90	1673
YGR214W	chrVII	921120	921788	+	669	12529
YGR215W	chrVII	922175	922507	+	333	290
YGR216C	chrVII	922633	924462	-	1830	407
YGR217W	chrVII	924696	930815	+	6120	407
YGR218W	chrVII	932541	935795	+	3255	2060
YGR219W	chrVII	936035	936376	+	342	413
YGR220C	chrVII	936074	936883	-	810	745
YGR221C	chrVII	937124	938992	-	1869	454
YGR222W	chrVII	939923	940804	+	882	358
YGR223C	chrVII	940869	942215	-	1347	839
YGR224W	chrVII	942806	944647	+	1842	395
YGR225W	chrVII	945145	946327	+	1183	24
YGR225W	chrVII	946421	947019	+	599	52
YGR226C	chrVII	946792	947001	-	210	22
YGR227W	chrVII	947420	948997	+	1578	461
YGR228W	chrVII	949365	949709	+	345	607
YGR229C	chrVII	949382	950899	-	1518	1854
YGR230W	chrVII	951894	952307	+	414	119
YGR231C	chrVII	952548	953480	-	933	2455
YGR232W	chrVII	953960	954646	+	687	888
YGR233C	chrVII	954674	958210	-	3537	1066
YGR234W	chrVII	959904	961103	+	1200	5513
YGR235C	chrVII	961360	962061	-	702	799
YGR236C	chrVII	962530	962817	-	288	30
YGR237C	chrVII	963298	965655	-	2358	1386
YGR238C	chrVII	966039	968687	-	2649	377
YGR239C	chrVII	969187	970053	-	867	168
YGR240C	chrVII	970771	973734	-	2964	12889
YGR240C-A	chrVII	974577	974777	-	201	48
YGR241C	chrVII	974875	976581	-	1707	1670
YGR242W	chrVII	976415	976723	+	309	113
YGR243W	chrVII	977336	977776	+	441	1059
YGR244C	chrVII	978036	979319	-	1284	2516
YGR245C	chrVII	979765	982068	-	2304	1335
YGR246C	chrVII	982482	984272	-	1791	648
YGR247W	chrVII	984966	985685	+	720	552
YGR248W	chrVII	985972	986739	+	768	986
YGR249W	chrVII	988049	989419	+	1371	976
YGR250C	chrVII	991176	993521	-	2346	2002
YGR251W	chrVII	995639	996229	+	591	168
YGR252W	chrVII	996869	998188	+	1320	576
YGR253C	chrVII	998358	999140	-	783	3402
YGR254W	chrVII	1000927	1002240	+	1314	52857
YGR255C	chrVII	1002523	1003962	-	1440	1164
YGR256W	chrVII	1004624	1006102	+	1479	114
YGR257C	chrVII	1006205	1007305	-	1101	1015
YGR258C	chrVII	1007671	1010766	-	3096	709
YGR259C	chrVII	1012481	1012921	-	441	746
YGR260W	chrVII	1012485	1014089	+	1605	3688
YGR261C	chrVII	1014321	1016750	-	2430	1024
YGR262C	chrVII	1016974	1017759	-	786	840
YGR263C	chrVII	1017967	1019241	-	1275	270
YGR264C	chrVII	1019598	1021853	-	2256	3194
YGR265W	chrVII	1021648	1022058	+	411	125
YGR266W	chrVII	1022656	1024761	+	2106	732
YGR267C	chrVII	1025004	1025735	-	732	2043
YGR268C	chrVII	1026057	1026653	-	597	1080
YGR269W	chrVII	1026636	1026962	+	327	73
YGR270W	chrVII	1027370	1031509	+	4140	1640
YGR270C-A	chrVII	1027382	1027600	-	219	37
YGR271W	chrVII	1031791	1037694	+	5904	788
YGR271C-A	chrVII	1037800	1038501	-	702	168
YGR273C	chrVII	1038715	1039239	-	525	1
YGR274C	chrVII	1039895	1043095	-	3201	735
YGR275W	chrVII	1043276	1043749	+	474	614
YGR276C	chrVII	1043819	1045480	-	1662	778
YGR277C	chrVII	1045644	1046561	-	918	633
YGR278W	chrVII	1046731	1048464	+	1734	253
YGR279C	chrVII	1048798	1049958	-	1161	4624
YGR280C	chrVII	1050910	1051725	-	816	735
YGR281W	chrVII	1052824	1057257	+	4434	1408
YGR282C	chrVII	1057783	1058724	-	942	12831
YGR283C	chrVII	1059015	1060040	-	1026	397
YGR284C	chrVII	1060658	1061590	-	933	1350
YGR285C	chrVII	1061852	1063153	-	1302	8220
YGR286C	chrVII	1063813	1064940	-	1128	956
YGR287C	chrVII	1067222	1068991	-	1770	323
YGR288W	chrVII	1070293	1071714	+	1422	351
YGR289C	chrVII	1073963	1075813	-	1851	693
YGR290W	chrVII	1075482	1075925	+	444	76
YGR291C	chrVII	1076283	1076504	-	222	0
YGR292W	chrVII	1076599	1078353	+	1755	44
YGR293C	chrVII	1079885	1080346	-	462	2
YGR294W	chrVII	1080306	1080668	+	363	0
YGR295C	chrVII	1081584	1082729	-	1146	1109
YGR296W	chrVII	1084864	1084882	+	19	0
YGR296W	chrVII	1085031	1090591	+	5561	0
YGR296C-A	chrVII	1088870	1089445	-	576	0
YGR296C-B	chrVII	1089746	1090228	-	483	0
YLR454W	chrXII	1043998	1051884	+	7887	898
YLR060W	chrXII	260979	262766	+	1788	4282
YLR186W	chrXII	523632	524390	+	759	708
YLR398C	chrXII	915156	919019	-	3864	991
YLL067C	chrXII	585	3915	-	3331	0
YLL067C	chrXII	4015	4301	-	287	0
YLL067W-A	chrXII	843	1325	+	483	0
YLL066W-B	chrXII	5605	5775	+	171	0
YLL066C	chrXII	6120	9450	-	3331	1
YLL066C	chrXII	9550	9836	-	287	0
YLL066W-A	chrXII	6486	6968	+	483	0
YLL065W	chrXII	11726	12076	+	351	1
YLL064C	chrXII	13083	13445	-	363	0
YLL063C	chrXII	14648	16072	-	1425	178
YLL062C	chrXII	16639	17613	-	975	161
YLL061W	chrXII	17956	19707	+	1752	530
YLL060C	chrXII	21138	21839	-	702	364
YLL059C	chrXII	22474	22980	-	507	29
YLL058W	chrXII	23569	25296	+	1728	692
