Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR820839	SRS408874	GTEX-NFK9-0126-SM-3LK5H	Testis	No	male	SRP012682
SRR820859	SRS408875	GTEX-P4PP-2526-SM-3P61P	Vagina	No	female	SRP012682
SRR820883	SRS408876	GTEX-WHSE-0011-R4A-SM-3P5ZN	Brain	No	male	SRP012682
SRR820907	SRS408877	GTEX-WHSB-1826-SM-3TW8M	Muscle	No	male	SRP012682
SRR820914	SRS408878	GTEX-WCDI-0002-SM-3P61U	Blood	No	male	SRP012682
SRR820938	SRS408879	GTEX-SNOS-1626-SM-3NMA4	Nerve	No	male	SRP012682
SRR820962	SRS408881	GTEX-RVPU-0011-R9A-SM-3NM8E	Brain	No	male	SRP012682
SRR820993	SRS408884	GTEX-OIZG-0926-SM-3LK5Y	Esophagus	No	male	SRP012682
SRR821019	SRS408886	GTEX-X4EP-0011-R2B-SM-3P625	Brain	No	female	SRP012682
SRR821043	SRS408887	GTEX-O5YT-0826-SM-3TW8N	Liver	No	male	SRP012682
SRR821050	SRS408888	GTEX-OHPL-1026-SM-3MJGI	Pancreas	No	female	SRP012682
SRR821072	SRS408889	GTEX-POMQ-1426-SM-3P61D	Ovary	No	female	SRP012682
SRR821096	SRS408891	GTEX-WHSB-2026-SM-3LK6H	Nerve	No	male	SRP012682
SRR821124	SRS408893	GTEX-WH7G-2626-SM-3NMBE	Nerve	No	male	SRP012682
SRR821148	SRS408895	GTEX-OHPM-2626-SM-33HC5	Thyroid	No	male	SRP012682
SRR821176	SRS408896	GTEX-WL46-0126-SM-3TW8I	Thyroid	No	male	SRP012682
SRR821183	SRS408897	GTEX-WWYW-1126-SM-3NB2Q	Heart	No	female	SRP012682
SRR821207	SRS408898	GTEX-WH7G-0526-SM-3NMBI	Thyroid	No	male	SRP012682
SRR821231	SRS408899	GTEX-P4QS-1026-SM-3NMCW	Pancreas	No	male	SRP012682
SRR821255	SRS408900	GTEX-WYBS-0326-SM-3NM8S	Nerve	No	female	SRP012682
SRR821282	SRS408902	GTEX-N7MS-1225-SM-3LK5G	Esophagus	No	male	SRP012682
SRR821302	SRS408903	GTEX-X4EO-0926-SM-3P5Z2	Lung	No	female	SRP012682
SRR821326	SRS408904	GTEX-WHSE-0006-SM-3NMBW	Blood	No	male	SRP012682
SRR821356	SRS408907	GTEX-NPJ8-2226-SM-3TW8D	Kidney	No	male	SRP012682
SRR821364	SRS408908	GTEX-WFON-0001-SM-3P61W	Blood	No	male	SRP012682
SRR821388	SRS408909	GTEX-NPJ7-1326-SM-3MJHO	Blood Vessel	No	female	SRP012682
SRR821434	SRS408910	GTEX-WL46-0011-R5A-SM-3LK6V	Brain	No	male	SRP012682
SRR821410	SRS408913	GTEX-WWYW-0005-SM-3NB3K	Blood	No	female	SRP012682
SRR821468	SRS408915	GTEX-WWYW-0011-R11A-SM-3NB38	Brain	No	female	SRP012682
SRR821498	SRS408917	GTEX-WI4N-1426-SM-3LK7H	Breast	No	female	SRP012682
SRR821518	SRS408918	GTEX-N7MS-0126-SM-3TW8O	Testis	No	male	SRP012682
SRR821525	SRS408919	GTEX-O5YT-0526-SM-32PK8	Lung	No	male	SRP012682
SRR821549	SRS408920	GTEX-WZTO-0011-R4A-SM-3NMC7	Brain	No	male	SRP012682
SRR821573	SRS408921	GTEX-N7MT-1026-SM-3TW8T	Pituitary	No	female	SRP012682
SRR821581	SRS408922	GTEX-WL46-0011-R6A-SM-3LK6X	Brain	No	male	SRP012682
SRR821602	SRS408923	GTEX-OHPN-0011-R10A-SM-33HBU	Brain	No	female	SRP012682
SRR821626	SRS408924	GTEX-WZTO-0011-R3B-SM-3NMC6	Brain	No	male	SRP012682
SRR821653	SRS408926	GTEX-WOFL-0006-SM-3TW8K	Blood	No	male	SRP012682
SRR821666	SRS408929	GTEX-P4PP-1026-SM-3NM9O	Pancreas	No	female	SRP012682
SRR821690	SRS408930	GTEX-NPJ8-0011-R1a-SM-33HCB	Brain	No	male	SRP012682
SRR821715	SRS408931	GTEX-OHPK-0226-SM-3MJH6	Adipose Tissue	No	female	SRP012682
SRR821846	SRS408954	GTEX-P4PP-3026-SM-3P61O	Blood Vessel	No	female	SRP012682
SRR823967	SRS410269	K-562-SM-3NMDG	Bone Marrow	Yes	female	SRP012682
SRR823991	SRS410270	K-562-SM-3NMAP	Bone Marrow	Yes	female	SRP012682
SRR824015	SRS410271	K-562-SM-3NB3I	Bone Marrow	Yes	female	SRP012682
SRR824039	SRS410272	K-562-SM-3LK7S	Bone Marrow	Yes	female	SRP012682
SRR1068687	SRS524195	GTEX-XXEK-0526-SM-4BRWD	Esophagus	No	male	SRP012682
SRR1068788	SRS524196	GTEX-TKQ2-1526-SM-4DXUN	Testis	No	male	SRP012682
SRR1068808	SRS524197	GTEX-QV44-0008-SM-447AX	Skin	No	male	SRP012682
SRR1068832	SRS524198	GTEX-UJMC-0426-SM-4IHJF	Blood Vessel	No	male	SRP012682
SRR1068855	SRS524199	GTEX-XOTO-0526-SM-4B662	Muscle	No	male	SRP012682
SRR1068880	SRS524200	GTEX-O5YT-0008-SM-4E3IQ	Skin	No	male	SRP012682
SRR1068905	SRS524201	GTEX-R55E-0726-SM-48FCZ	Testis	No	male	SRP012682
SRR1068929	SRS524202	GTEX-PWN1-0726-SM-48TDR	Esophagus	No	female	SRP012682
SRR1068953	SRS524203	GTEX-PWN1-1526-SM-48TDA	Stomach	No	female	SRP012682
SRR1068977	SRS524204	GTEX-XBED-1626-SM-47JYN	Breast	No	male	SRP012682
SRR1068999	SRS524205	GTEX-U8XE-0826-SM-4E3J1	Breast	No	male	SRP012682
SRR1069024	SRS524206	GTEX-X5EB-0006-SM-46MV5	Blood	No	male	SRP012682
SRR1069048	SRS524207	GTEX-XUJ4-1826-SM-4BOOU	Skin	No	female	SRP012682
SRR1069074	SRS524208	GTEX-UPIC-0626-SM-4IHK2	Esophagus	No	female	SRP012682
SRR1069097	SRS524209	GTEX-XV7Q-2626-SM-4BRVA	Adipose Tissue	No	female	SRP012682
SRR1069121	SRS524210	GTEX-U4B1-0008-SM-4DXUW	Skin	No	male	SRP012682
SRR1069141	SRS524211	GTEX-U8XE-1526-SM-4E3HT	Liver	No	male	SRP012682
SRR1069166	SRS524212	GTEX-XAJ8-0326-SM-47JYI	Stomach	No	male	SRP012682
SRR1069188	SRS524213	GTEX-XLM4-2926-SM-4AT59	Brain	No	male	SRP012682
SRR1069209	SRS524214	GTEX-RWSA-2026-SM-47JX8	Prostate	No	male	SRP012682
SRR1069231	SRS524215	GTEX-QEG5-1426-SM-447AS	Esophagus	No	male	SRP012682
SRR1069255	SRS524216	GTEX-VUSG-1226-SM-4KKZF	Esophagus	No	male	SRP012682
SRR1069279	SRS524217	GTEX-X4XX-0926-SM-46MV7	Thyroid	No	male	SRP012682
SRR1069303	SRS524218	GTEX-XPVG-0626-SM-4B65B	Spleen	No	male	SRP012682
SRR1069328	SRS524219	GTEX-PSDG-1326-SM-48TD2	Esophagus	No	male	SRP012682
SRR1069352	SRS524220	GTEX-PWOO-0626-SM-48TZH	Pancreas	No	female	SRP012682
SRR1069376	SRS524221	GTEX-XV7Q-0526-SM-4BRWR	Blood Vessel	No	female	SRP012682
SRR1069400	SRS524222	GTEX-XGQ4-0126-SM-4AT4H	Spleen	No	male	SRP012682
SRR1069466	SRS524223	GTEX-T6MO-1526-SM-4DM57	Uterus	No	female	SRP012682
SRR1069421	SRS524224	GTEX-V955-0126-SM-4JBH5	Adrenal Gland	No	male	SRP012682
SRR1069445	SRS524225	GTEX-XK95-0008-SM-4AT5G	Skin	No	male	SRP012682
SRR1069490	SRS524226	GTEX-P78B-0008-SM-48TE1	Skin	No	female	SRP012682
SRR1069514	SRS524227	GTEX-XGQ4-1826-SM-4AT6F	Prostate	No	male	SRP012682
SRR1069564	SRS524228	GTEX-T5JW-0008-SM-4DM5X	Skin	No	female	SRP012682
SRR1069539	SRS524229	GTEX-QLQW-0126-SM-447BK	Spleen	No	male	SRP012682
SRR1069590	SRS524231	GTEX-QCQG-0008-SM-48U2G	Skin	No	female	SRP012682
SRR1069614	SRS524232	GTEX-WFG7-0008-SM-4LMKB	Skin	No	male	SRP012682
SRR1069638	SRS524233	GTEX-XUZC-1126-SM-4BOPZ	Adipose Tissue	No	female	SRP012682
SRR1069666	SRS524234	GTEX-W5WG-1626-SM-4LMKG	Esophagus	No	female	SRP012682
SRR1069690	SRS524235	GTEX-XXEK-2026-SM-4BRVE	Heart	No	male	SRP012682
SRR1069714	SRS524236	GTEX-TKQ2-0926-SM-4DXU5	Stomach	No	male	SRP012682
SRR1069734	SRS524237	GTEX-S4Q7-1226-SM-4AD5I	Testis	No	male	SRP012682
SRR1069758	SRS524238	GTEX-TMMY-1226-SM-4DXT6	Esophagus	No	female	SRP012682
SRR1069778	SRS524239	GTEX-QLQW-0726-SM-447AA	Stomach	No	male	SRP012682
SRR1069802	SRS524240	GTEX-XXEK-0926-SM-4BRWH	Heart	No	male	SRP012682
SRR1069826	SRS524241	GTEX-P4QS-0008-SM-48TDY	Skin	No	male	SRP012682
SRR1069850	SRS524242	GTEX-XGQ4-1226-SM-4AT67	Colon	No	male	SRP012682
SRR1069871	SRS524243	GTEX-Q2AI-0626-SM-48TZU	Esophagus	No	male	SRP012682
SRR1069895	SRS524244	GTEX-R53T-1026-SM-48FCO	Esophagus	No	female	SRP012682
SRR1069919	SRS524245	GTEX-SJXC-0008-SM-4DM7G	Skin	No	male	SRP012682
SRR1069943	SRS524246	GTEX-VJYA-2126-SM-4KL1O	Colon	No	male	SRP012682
SRR1069967	SRS524247	GTEX-S7PM-0126-SM-4AD6S	Skin	No	male	SRP012682
SRR1069991	SRS524248	GTEX-PWN1-1426-SM-48TDF	Colon	No	female	SRP012682
SRR1070015	SRS524249	GTEX-XBEW-0226-SM-4AT6A	Lung	No	male	SRP012682
SRR1070036	SRS524250	GTEX-R55E-1326-SM-48FCR	Esophagus	No	male	SRP012682
SRR1070060	SRS524251	GTEX-WFJO-0826-SM-4LVM5	Esophagus	No	male	SRP012682
SRR1070086	SRS524252	GTEX-N7MS-0526-SM-4E3JP	Nerve	No	male	SRP012682
SRR1070111	SRS524253	GTEX-RUSQ-0326-SM-47JWS	Blood Vessel	No	male	SRP012682
SRR1070133	SRS524254	GTEX-WFON-1526-SM-4LVMP	Small Intestine	No	male	SRP012682
SRR1070159	SRS524255	GTEX-T2YK-0326-SM-4DM7D	Nerve	No	male	SRP012682
SRR1070184	SRS524256	GTEX-RU72-1026-SM-46MUG	Adipose Tissue	No	female	SRP012682
SRR1070208	SRS524257	GTEX-XV7Q-2326-SM-4BRVZ	Breast	No	female	SRP012682
SRR1070232	SRS524258	GTEX-XUW1-0926-SM-4BONX	Skin	No	female	SRP012682
SRR1070260	SRS524259	GTEX-XOT4-0726-SM-4GIAW	Breast	No	female	SRP012682
SRR1070286	SRS524260	GTEX-RWS6-1726-SM-47JXP	Vagina	No	female	SRP012682
SRR1070308	SRS524261	GTEX-PWCY-0426-SM-48TCW	Blood Vessel	No	female	SRP012682
SRR1070332	SRS524262	GTEX-S4Z8-0726-SM-4GICB	Esophagus	No	male	SRP012682
SRR1070358	SRS524263	GTEX-XYKS-0526-SM-4BRW2	Lung	No	female	SRP012682
SRR1070382	SRS524264	GTEX-XBED-1226-SM-4AT5V	Stomach	No	male	SRP012682
SRR1070403	SRS524265	GTEX-WFON-0626-SM-4LVLX	Pancreas	No	male	SRP012682
SRR1070429	SRS524266	GTEX-Q2AG-1226-SM-4GICA	Esophagus	No	female	SRP012682
SRR1070455	SRS524267	GTEX-W5X1-0008-SM-4LMKA	Skin	No	female	SRP012682
SRR1070479	SRS524268	GTEX-R55C-1426-SM-48FED	Testis	No	male	SRP012682
SRR1070503	SRS524269	GTEX-XAJ8-0926-SM-47JXZ	Adipose Tissue	No	male	SRP012682
SRR1070525	SRS524270	GTEX-QVJO-0008-SM-447AU	Skin	No	female	SRP012682
SRR1070549	SRS524271	GTEX-PWOO-1226-SM-48TCO	Stomach	No	female	SRP012682
SRR1070573	SRS524272	K-562-SM-4BRWK	Bone Marrow	Yes	female	SRP012682
SRR1070597	SRS524273	GTEX-UPJH-0626-SM-4IHJN	Nerve	No	male	SRP012682
SRR1070620	SRS524274	GTEX-XBEW-1326-SM-4AT63	Esophagus	No	male	SRP012682
SRR1070641	SRS524275	GTEX-T6MN-1126-SM-4DM71	Blood Vessel	No	male	SRP012682
SRR1070665	SRS524276	GTEX-SE5C-1226-SM-4BRWV	Esophagus	No	female	SRP012682
SRR1070689	SRS524277	GTEX-RN64-1826-SM-48FDV	Liver	No	male	SRP012682
SRR1070713	SRS524278	GTEX-XYKS-1826-SM-4E3JV	Adipose Tissue	No	female	SRP012682
SRR1070738	SRS524279	GTEX-RUSQ-2026-SM-4GIAK	Breast	No	male	SRP012682
SRR1070764	SRS524280	GTEX-XYKS-1226-SM-4BRVI	Pancreas	No	female	SRP012682
SRR1070813	SRS524281	GTEX-XQ3S-0006-SM-4BOQ4	Blood	No	male	SRP012682
SRR1070789	SRS524282	GTEX-SE5C-1126-SM-4BRWZ	Vagina	No	female	SRP012682
SRR1070841	SRS524283	GTEX-XBED-2226-SM-47JYQ	Skin	No	male	SRP012682
SRR1070863	SRS524284	GTEX-XBEW-0126-SM-4AT66	Thyroid	No	male	SRP012682
SRR1070888	SRS524285	GTEX-XOT4-0626-SM-4B66L	Skin	No	female	SRP012682
SRR1070884	SRS524286	GTEX-Q2AH-1126-SM-48TZM	Stomach	No	male	SRP012682
SRR1070913	SRS524287	GTEX-QDVN-0426-SM-48TZ6	Adrenal Gland	No	male	SRP012682
SRR1070937	SRS524288	GTEX-UJHI-0008-SM-4IHL1	Skin	No	female	SRP012682
SRR1070960	SRS524289	GTEX-XUJ4-0726-SM-4BOOP	Thyroid	No	female	SRP012682
SRR1070986	SRS524290	GTEX-WZTO-0011-R6B-SM-4E3J6	Brain	No	male	SRP012682
SRR1071011	SRS524291	GTEX-RU1J-0426-SM-46MUK	Esophagus	No	female	SRP012682
SRR1071035	SRS524292	GTEX-XYKS-2126-SM-4E3IB	Skin	No	female	SRP012682
SRR1071060	SRS524293	GTEX-REY6-1426-SM-48FDK	Esophagus	No	male	SRP012682
SRR1071084	SRS524294	GTEX-S7SE-0826-SM-4AT4D	Breast	No	male	SRP012682
SRR1071105	SRS524295	GTEX-WFJO-2026-SM-4LVM3	Salivary Gland	No	male	SRP012682
SRR1071131	SRS524296	GTEX-XQ8I-1826-SM-4BOOJ	Esophagus	No	male	SRP012682
SRR1071157	SRS524297	GTEX-OXRN-0126-SM-48TDM	Skin	No	male	SRP012682
SRR1071181	SRS524298	GTEX-WH7G-1626-SM-4LVMY	Small Intestine	No	male	SRP012682
SRR1071207	SRS524299	GTEX-RU72-0726-SM-46MUW	Esophagus	No	female	SRP012682
SRR1071231	SRS524300	GTEX-XUJ4-2626-SM-4BOQ3	Muscle	No	female	SRP012682
SRR1071289	SRS524308	GTEX-X4XY-0011-R8A-SM-46MVC	Brain	No	male	SRP012682
SRR1071313	SRS524309	GTEX-VUSG-0626-SM-4KL1Z	Blood Vessel	No	male	SRP012682
SRR1071337	SRS524310	GTEX-RWSA-0008-SM-47JYX	Skin	No	male	SRP012682
SRR1071359	SRS524311	GTEX-U3ZN-1126-SM-4DXUL	Fallopian Tube	No	female	SRP012682
SRR1071379	SRS524312	GTEX-SIU7-1526-SM-4BRWQ	Testis	No	male	SRP012682
SRR1071403	SRS524313	GTEX-WH7G-0002-SM-4LVN9	Blood	No	male	SRP012682
SRR1071429	SRS524314	GTEX-T6MN-2026-SM-4DM7L	Testis	No	male	SRP012682
SRR1071453	SRS524315	GTEX-XUYS-0226-SM-47JX1	Adipose Tissue	No	male	SRP012682
SRR1071475	SRS524316	GTEX-T6MO-1126-SM-4DM5D	Ovary	No	female	SRP012682
SRR1071499	SRS524317	GTEX-TKQ1-0326-SM-4DXSM	Esophagus	No	male	SRP012682
SRR1071519	SRS524318	GTEX-Q2AH-0926-SM-48TZK	Pancreas	No	male	SRP012682
SRR1071543	SRS524319	GTEX-XOTO-0426-SM-4B66A	Blood Vessel	No	male	SRP012682
SRR1071568	SRS524320	GTEX-TML8-0326-SM-4GICN	Lung	No	female	SRP012682
SRR1071594	SRS524321	GTEX-XUW1-0826-SM-4BOP6	Muscle	No	female	SRP012682
SRR1071620	SRS524322	GTEX-VUSG-0008-SM-4KL24	Skin	No	male	SRP012682
SRR1071644	SRS524323	GTEX-V955-0926-SM-4JBJ8	Blood Vessel	No	male	SRP012682
SRR1071668	SRS524324	GTEX-R53T-0326-SM-48FEC	Liver	No	female	SRP012682
SRR1071692	SRS524325	GTEX-XPT6-0126-SM-4B65S	Heart	No	male	SRP012682
SRR1071717	SRS524326	GTEX-U3ZM-0826-SM-4DXU6	Bladder	No	male	SRP012682
SRR1071737	SRS524327	GTEX-PWN1-2026-SM-48TD9	Uterus	No	female	SRP012682
SRR1071761	SRS524328	GTEX-S4UY-1626-SM-4AD55	Stomach	No	female	SRP012682
SRR1071785	SRS524329	GTEX-X638-0126-SM-47JZ8	Skin	No	female	SRP012682
SRR1071807	SRS524330	GTEX-T5JC-1526-SM-4DM68	Kidney	No	male	SRP012682
SRR1071832	SRS524331	GTEX-QDT8-2526-SM-48TYX	Vagina	No	female	SRP012682
SRR1071856	SRS524332	GTEX-Q2AH-0626-SM-48TZJ	Blood Vessel	No	male	SRP012682
SRR1071880	SRS524333	GTEX-X261-0011-R8A-SM-4E3I5	Brain	No	male	SRP012682
SRR1071905	SRS524334	GTEX-XQ3S-1326-SM-4BOPQ	Breast	No	male	SRP012682
SRR1071931	SRS524335	GTEX-X4XY-0006-SM-46MV2	Blood	No	male	SRP012682
SRR1071955	SRS524336	GTEX-XQ3S-0426-SM-4BOOA	Muscle	No	male	SRP012682
SRR1071983	SRS524337	GTEX-PW2O-0008-SM-48TEB	Skin	No	male	SRP012682
SRR1072007	SRS524338	GTEX-QLQW-0326-SM-447A8	Pancreas	No	male	SRP012682
SRR1072031	SRS524339	GTEX-W5WG-2226-SM-4LMI3	Blood Vessel	No	female	SRP012682
SRR1072055	SRS524340	GTEX-UPK5-1226-SM-4IHL8	Esophagus	No	male	SRP012682
SRR1072078	SRS524341	GTEX-XUW1-1126-SM-4BONZ	Blood Vessel	No	female	SRP012682
SRR1072104	SRS524342	GTEX-XMK1-0326-SM-4B652	Pancreas	No	male	SRP012682
SRR1072129	SRS524343	GTEX-S7SF-1426-SM-4AT5A	Vagina	No	female	SRP012682
SRR1072150	SRS524344	GTEX-XQ8I-1126-SM-4BOO2	Lung	No	male	SRP012682
SRR1072178	SRS524345	GTEX-XMD1-0011-R5A-SM-4AT47	Brain	No	male	SRP012682
SRR1072199	SRS524346	GTEX-W5WG-1726-SM-4LMI5	Stomach	No	female	SRP012682
SRR1072223	SRS524347	GTEX-PSDG-0008-SM-48TE5	Skin	No	male	SRP012682
SRR1072247	SRS524348	GTEX-X638-0226-SM-47JZ9	Adipose Tissue	No	female	SRP012682
SRR1072269	SRS524349	GTEX-XUW1-1526-SM-4BOOY	Esophagus	No	female	SRP012682
SRR1072297	SRS524350	GTEX-R55G-1026-SM-48FDI	Esophagus	No	female	SRP012682
SRR1072321	SRS524351	K-562-SM-4DM4W	Bone Marrow	Yes	female	SRP012682
SRR1072345	SRS524352	GTEX-X88G-0006-SM-47JX5	Blood	No	male	SRP012682
SRR1072367	SRS524353	GTEX-XMD1-0011-R10A-SM-4AT4A	Brain	No	male	SRP012682
SRR1072388	SRS524354	GTEX-X62O-2226-SM-46MW3	Esophagus	No	male	SRP012682
SRR1072432	SRS524355	GTEX-T6MO-0626-SM-4DM6P	Esophagus	No	female	SRP012682
SRR1072412	SRS524356	GTEX-U3ZH-1126-SM-4DXUG	Esophagus	No	male	SRP012682
SRR1072456	SRS524357	GTEX-OOBJ-0926-SM-48TDO	Spleen	No	male	SRP012682
SRR1072480	SRS524358	GTEX-X8HC-1426-SM-46MWC	Esophagus	No	female	SRP012682
SRR1072504	SRS524359	GTEX-WZTO-0011-R8A-SM-4E3II	Brain	No	male	SRP012682
SRR1072529	SRS524360	GTEX-XPVG-0006-SM-4B65Z	Blood	No	male	SRP012682
SRR1072554	SRS524361	GTEX-VUSG-1126-SM-4KKZQ	Esophagus	No	male	SRP012682
SRR1072578	SRS524362	GTEX-SE5C-1526-SM-4BRWU	Colon	No	female	SRP012682
SRR1072602	SRS524363	GTEX-VJYA-0926-SM-4KL1N	Small Intestine	No	male	SRP012682
SRR1072626	SRS524364	GTEX-Q2AI-0226-SM-48U1D	Adrenal Gland	No	male	SRP012682
SRR1072650	SRS524365	GTEX-XGQ4-0326-SM-4GIEE	Heart	No	male	SRP012682
SRR1072676	SRS524366	GTEX-SN8G-0008-SM-4DM4X	Skin	No	female	SRP012682
SRR1072700	SRS524367	GTEX-RU1J-0526-SM-46MUT	Stomach	No	female	SRP012682
SRR1072724	SRS524368	GTEX-XOTO-0326-SM-4B66K	Nerve	No	male	SRP012682
SRR1072749	SRS524369	GTEX-PX3G-0426-SM-48U1C	Blood Vessel	No	female	SRP012682
SRR1072773	SRS524370	GTEX-R55D-0008-SM-48FEV	Skin	No	male	SRP012682
SRR1072797	SRS524371	GTEX-X585-0011-R8A-SM-46MUX	Brain	No	male	SRP012682
SRR1072821	SRS524372	GTEX-QMRM-1126-SM-447BN	Stomach	No	male	SRP012682
SRR1072845	SRS524373	GTEX-WFG8-1926-SM-4LVM1	Testis	No	male	SRP012682
SRR1072871	SRS524374	GTEX-XYKS-0005-SM-4BRUD	Blood	No	female	SRP012682
SRR1072895	SRS524375	GTEX-XOT4-0008-SM-4B664	Skin	No	female	SRP012682
SRR1072920	SRS524376	GTEX-WFON-1126-SM-4LVMA	Stomach	No	male	SRP012682
SRR1072948	SRS524377	GTEX-PX3G-3026-SM-48TZR	Blood Vessel	No	female	SRP012682
SRR1072972	SRS524378	GTEX-WFJO-0626-SM-4LVMC	Pancreas	No	male	SRP012682
SRR1072998	SRS524379	K-562-SM-4IHK7	Bone Marrow	Yes	female	SRP012682
SRR1073021	SRS524380	GTEX-T8EM-0826-SM-4DM76	Pancreas	No	male	SRP012682
SRR1073045	SRS524381	GTEX-PWN1-2526-SM-48TDS	Vagina	No	female	SRP012682
SRR1073069	SRS524382	GTEX-XQ3S-2526-SM-4BOOG	Prostate	No	male	SRP012682
SRR1073095	SRS524383	GTEX-S341-1226-SM-4AD5S	Vagina	No	female	SRP012682
SRR1073119	SRS524384	GTEX-SN8G-0926-SM-4DM5I	Lung	No	female	SRP012682
SRR1073143	SRS524385	GTEX-X585-0011-R3B-SM-46MVG	Brain	No	male	SRP012682
SRR1073167	SRS524386	GTEX-RM2N-0326-SM-48FD8	Pancreas	No	male	SRP012682
SRR1073217	SRS524387	GTEX-XMK1-1726-SM-4B64Z	Colon	No	male	SRP012682
SRR1073191	SRS524388	GTEX-XUJ4-0926-SM-4BOPA	Esophagus	No	female	SRP012682
SRR1073242	SRS524389	GTEX-O5YW-0008-SM-4E3IE	Skin	No	male	SRP012682
SRR1073267	SRS524390	GTEX-XV7Q-0326-SM-4BRVM	Thyroid	No	female	SRP012682
SRR1073291	SRS524391	GTEX-XUW1-0426-SM-4BOOT	Skin	No	female	SRP012682
SRR1073317	SRS524392	GTEX-X4XY-0008-SM-46MVL	Skin	No	male	SRP012682
SRR1073341	SRS524393	GTEX-SE5C-0726-SM-4BRWY	Thyroid	No	female	SRP012682
SRR1073365	SRS524394	GTEX-QCQG-0126-SM-48U27	Adrenal Gland	No	female	SRP012682
SRR1073389	SRS524395	GTEX-T5JW-0426-SM-4DM7M	Ovary	No	female	SRP012682
SRR1073413	SRS524396	GTEX-XBED-0003-SM-47JWP	Blood	No	male	SRP012682
SRR1073435	SRS524397	GTEX-S33H-1626-SM-4AD68	Liver	No	male	SRP012682
SRR1073459	SRS524398	GTEX-RM2N-0826-SM-48FD3	Stomach	No	male	SRP012682
SRR1073483	SRS524399	GTEX-S4UY-1226-SM-4AD51	Uterus	No	female	SRP012682
SRR1073507	SRS524400	GTEX-S4Z8-0226-SM-4AD5K	Spleen	No	male	SRP012682
SRR1073531	SRS524401	GTEX-XAJ8-1326-SM-47JYT	Testis	No	male	SRP012682
SRR1073553	SRS524402	GTEX-XUW1-0626-SM-4BOP4	Nerve	No	female	SRP012682
SRR1073581	SRS524403	GTEX-QV44-1825-SM-447CF	Adipose Tissue	No	male	SRP012682
SRR1073605	SRS524404	GTEX-XQ8I-0926-SM-4BOOF	Skin	No	male	SRP012682
SRR1073631	SRS524405	GTEX-XXEK-0326-SM-4BRVV	Esophagus	No	male	SRP012682
SRR1073655	SRS524406	GTEX-Q734-1126-SM-48TZY	Colon	No	female	SRP012682
SRR1073679	SRS524407	GTEX-XBEW-0006-SM-4AT4E	Blood	No	male	SRP012682
SRR1073705	SRS524408	GTEX-XQ3S-0126-SM-4BOO9	Blood Vessel	No	male	SRP012682
SRR1073731	SRS524409	GTEX-XXEK-2226-SM-4BRUM	Skin	No	male	SRP012682
SRR1073755	SRS524410	GTEX-OHPN-0011-R9A-SM-4DXUH	Brain	No	female	SRP012682
SRR1073775	SRS524411	GTEX-S4Q7-0226-SM-4AD5O	Adrenal Gland	No	male	SRP012682
SRR1073878	SRS524412	GTEX-XMD3-2326-SM-4AT5H	Ovary	No	female	SRP012682
SRR1073899	SRS524413	GTEX-SNOS-1226-SM-4DM5H	Colon	No	male	SRP012682
SRR1073923	SRS524414	GTEX-XV7Q-0626-SM-4BRV5	Blood Vessel	No	female	SRP012682
SRR1073947	SRS524415	GTEX-PLZ6-0126-SM-48TC6	Spleen	No	male	SRP012682
SRR1073971	SRS524416	GTEX-TKQ1-0626-SM-4DXTS	Colon	No	male	SRP012682
SRR1073991	SRS524417	GTEX-WFG8-0326-SM-4LVN4	Pancreas	No	male	SRP012682
SRR1074017	SRS524418	GTEX-RU72-0008-SM-46MV8	Skin	No	female	SRP012682
SRR1074041	SRS524419	GTEX-WXYG-2326-SM-4E3I6	Skin	No	female	SRP012682
SRR1074066	SRS524420	GTEX-SUCS-0926-SM-4DM4Z	Stomach	No	male	SRP012682
SRR1074090	SRS524421	GTEX-WH7G-0826-SM-4LVMR	Pancreas	No	male	SRP012682
SRR1074116	SRS524422	GTEX-SIU7-0226-SM-4BRX2	Blood Vessel	No	male	SRP012682
SRR1074140	SRS524423	GTEX-T6MO-1026-SM-4DM72	Fallopian Tube	No	female	SRP012682
SRR1074164	SRS524424	GTEX-XOTO-0011-R11B-SM-4B64O	Brain	No	male	SRP012682
SRR1074189	SRS524425	GTEX-XMK1-0626-SM-4B65A	Thyroid	No	male	SRP012682
SRR1074214	SRS524426	GTEX-X585-1426-SM-4E3JO	Esophagus	No	male	SRP012682
SRR1074239	SRS524427	GTEX-R53T-1326-SM-48FCQ	Colon	No	female	SRP012682
SRR1074263	SRS524428	GTEX-XUZC-0008-SM-4BOQG	Skin	No	female	SRP012682
SRR1074289	SRS524429	GTEX-WXYG-2026-SM-4E3IY	Skin	No	female	SRP012682
SRR1074314	SRS524430	GTEX-UJHI-1126-SM-4IHLN	Colon	No	female	SRP012682
SRR1074337	SRS524431	GTEX-XAJ8-0726-SM-47JY5	Colon	No	male	SRP012682
SRR1074359	SRS524432	GTEX-XQ8I-0626-SM-4BOPT	Muscle	No	male	SRP012682
SRR1074385	SRS524433	GTEX-XPVG-0326-SM-4B653	Pancreas	No	male	SRP012682
SRR1074410	SRS524434	GTEX-U3ZM-0926-SM-4DXSW	Prostate	No	male	SRP012682
SRR1074430	SRS524435	GTEX-TMMY-2226-SM-4DXTN	Uterus	No	female	SRP012682
