# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000270997	7	113415689	113416322	+	634	0
ENSG00000278894	7	113451072	113451402	+	331	0
ENSG00000154415	7	113876777	114075920	-	199144	7
ENSG00000128573	7	114086327	114693772	+	607446	1185
ENSG00000236580	7	114297114	114297429	-	316	0
ENSG00000224595	7	114414244	114419875	-	5632	0
ENSG00000202334	7	114613787	114613906	-	120	0
ENSG00000266229	7	114629855	114629956	+	102	0
ENSG00000272230	7	114653345	114653455	+	111	0
ENSG00000135272	7	114922154	115019916	+	97763	605
ENSG00000233607	7	115061537	115231355	-	169819	0
ENSG00000225535	7	115078958	115126314	+	47357	0
ENSG00000226962	7	115136475	115137220	-	746	0
ENSG00000199764	7	115207894	115207996	-	103	0
ENSG00000244565	7	115503367	115504081	+	715	0
ENSG00000202377	7	115581315	115581442	-	128	0
ENSG00000242072	7	115647461	115676329	-	28869	4
ENSG00000240973	7	115679345	115682618	-	3274	0
ENSG00000243345	7	115789729	115791049	+	1321	2
ENSG00000199224	7	115833273	115833373	-	101	1
ENSG00000105967	7	115935148	116159896	-	224749	104
ENSG00000279086	7	116209234	116211511	-	2278	0
ENSG00000135269	7	116210493	116258783	+	48291	5
ENSG00000243243	7	116237929	116327896	-	89968	0
ENSG00000237813	7	116238260	116499465	-	261206	0
ENSG00000237870	7	116275606	116286734	-	11129	0
ENSG00000105971	7	116287380	116508541	+	221162	744
ENSG00000213167	7	116320751	116321031	+	281	0
ENSG00000216076	7	116345855	116345944	-	90	0
ENSG00000105974	7	116524785	116561184	+	36400	1036
ENSG00000235427	7	116542718	116551969	-	9252	0
ENSG00000243220	7	116563594	116571234	-	7641	0
ENSG00000231210	7	116570960	116614820	-	43861	0
ENSG00000105976	7	116672390	116798386	+	125997	230
ENSG00000198898	7	116811070	116922049	+	110980	6743
ENSG00000235945	7	116873454	116876376	-	2923	0
ENSG00000252115	7	116909877	116909964	-	88	0
ENSG00000222150	7	116944286	116944414	-	129	0
ENSG00000227199	7	116952446	116954334	-	1889	26
ENSG00000275359	7	116952698	116952813	+	116	0
ENSG00000277583	7	116953214	116953324	+	111	0
ENSG00000004866	7	116953238	117230103	+	276866	955
ENSG00000214188	7	116953899	117098806	+	144908	0
ENSG00000273596	7	116954480	116954679	+	200	0
ENSG00000273571	7	116954983	116955154	+	172	0
ENSG00000276100	7	116956431	116956723	+	293	0
ENSG00000274606	7	116959593	116959805	+	213	0
ENSG00000228368	7	116965846	116967472	-	1627	0
ENSG00000213050	7	116972165	116972911	-	747	0
ENSG00000275870	7	117020211	117020319	+	109	0
ENSG00000226367	7	117072072	117146480	-	74409	0
ENSG00000274344	7	117117912	117117983	+	72	0
ENSG00000275054	7	117184126	117184199	+	74	0
ENSG00000227532	7	117187548	117187740	-	193	0
ENSG00000278526	7	117190133	117190269	+	137	0
ENSG00000278482	7	117191647	117191761	+	115	0
ENSG00000230785	7	117262918	117264888	-	1971	0
ENSG00000224042	7	117263917	117264388	+	472	0
ENSG00000230605	7	117264393	117264530	-	138	0
ENSG00000105989	7	117276631	117323289	-	46659	14
ENSG00000238202	7	117300861	117322236	+	21376	0
ENSG00000154438	7	117363222	117428123	-	64902	2
ENSG00000214684	7	117439982	117440780	-	799	0
ENSG00000001626	7	117465784	117715971	+	250188	279
ENSG00000237974	7	117487737	117487929	+	193	0
ENSG00000232661	7	117560733	117564676	-	3944	0
ENSG00000234001	7	117586207	117586416	-	210	0
ENSG00000083622	7	117604791	117647415	-	42625	0
ENSG00000077063	7	117710651	117874139	-	163489	4331
ENSG00000224136	7	117882859	117883675	+	817	0
ENSG00000234826	7	117998858	118004045	-	5188	0
ENSG00000128534	7	118184032	118192824	+	8793	578
ENSG00000106013	7	118214673	118242731	+	28059	18
ENSG00000222226	7	118462499	118462594	+	96	0
ENSG00000229982	7	118880103	118881288	-	1186	0
ENSG00000230520	7	118950386	118951259	-	874	0
ENSG00000270516	7	119178177	119179149	-	973	0
ENSG00000263692	7	119484325	119484409	-	85	0
ENSG00000225546	7	119704556	119907375	-	202820	2
ENSG00000271739	7	120005976	120006101	-	126	0
ENSG00000276899	7	120009634	120009701	-	68	0
ENSG00000233417	7	120141016	120142996	-	1981	0
ENSG00000233969	7	120168345	120186064	+	17720	0
ENSG00000184408	7	120273668	120750331	+	476664	2078
ENSG00000252023	7	120672871	120672975	+	105	0
ENSG00000231295	7	120746738	120752514	-	5777	15
ENSG00000106025	7	120787320	120858402	-	71083	484
ENSG00000071243	7	120950749	120977216	+	26468	854
ENSG00000202225	7	120981426	120981553	-	128	1
ENSG00000106034	7	120988677	121297444	+	308768	347
ENSG00000234927	7	121050927	121051203	+	277	0
ENSG00000212628	7	121083700	121083813	-	114	0
ENSG00000207090	7	121194948	121195057	-	110	0
ENSG00000002745	7	121325367	121341104	+	15738	18
ENSG00000196937	7	121348851	121396364	-	47514	3063
ENSG00000213310	7	121398452	121398767	+	316	2
ENSG00000227371	7	121419072	121419845	+	774	0
ENSG00000234985	7	121440834	121441261	-	428	2
ENSG00000221690	7	121574669	121574754	-	86	0
ENSG00000227743	7	121643334	121650360	-	7027	4
ENSG00000252704	7	121736443	121736725	+	283	0
ENSG00000233272	7	121842368	121845131	-	2764	2
ENSG00000106278	7	121873089	122062036	+	188948	25388
ENSG00000008311	7	122075647	122144280	-	68634	1422
ENSG00000252003	7	122081720	122081781	+	62	0
ENSG00000226636	7	122159300	122162243	+	2944	6
ENSG00000234418	7	122216347	122218437	+	2091	43
ENSG00000213302	7	122234531	122234903	+	373	2
ENSG00000128610	7	122301394	122310691	-	9298	102
ENSG00000230316	7	122303658	122310077	+	6420	0
ENSG00000081803	7	122318425	122886759	-	568335	585
ENSG00000240499	7	122328469	122440362	+	111894	0
ENSG00000225795	7	122676580	122676811	+	232	0
ENSG00000235459	7	122681315	122681662	+	348	0
ENSG00000188050	7	122697712	122699156	-	1445	0
ENSG00000235631	7	122701664	122702967	-	1304	0
ENSG00000227573	7	122849746	122850352	+	607	0
ENSG00000128519	7	122994704	122995700	-	997	0
ENSG00000226680	7	123069249	123103589	-	34341	0
ENSG00000081800	7	123113531	123199986	-	86456	2
ENSG00000223595	7	123230120	123230741	-	622	0
ENSG00000164675	7	123452400	123535077	-	82678	85
ENSG00000232524	7	123456629	123459856	+	3228	0
ENSG00000207338	7	123457988	123458094	-	107	0
ENSG00000128609	7	123536997	123558255	-	21259	11405
ENSG00000146809	7	123567010	123639481	+	72472	2
ENSG00000230442	7	123584859	123624957	-	40099	0
ENSG00000170807	7	123655807	123664290	+	8484	28
ENSG00000106299	7	123681935	123749067	-	67133	7981
ENSG00000272686	7	123749068	123751166	+	2099	360
ENSG00000201104	7	123790605	123790711	-	107	0
ENSG00000228211	7	123814139	123829252	+	15114	0
ENSG00000106302	7	123828983	123877478	+	48496	2
ENSG00000106304	7	123925237	123971414	+	46178	2
ENSG00000225583	7	123932132	123932459	+	328	0
ENSG00000241345	7	123994622	124027659	+	33038	232
ENSG00000234224	7	124030916	124033023	-	2108	453
ENSG00000242593	7	124032205	124395118	+	362914	810
ENSG00000243574	7	124274679	124287544	-	12866	0
ENSG00000241324	7	124337380	124349860	-	12481	0
ENSG00000230268	7	124476371	124476955	+	585	0
ENSG00000213296	7	124480524	124481395	+	872	0
ENSG00000207214	7	124647719	124647822	+	104	0
ENSG00000279419	7	124742312	124745017	-	2706	908
ENSG00000170775	7	124745997	124765627	-	19631	5483
ENSG00000275356	7	124777292	124790810	-	13519	16
ENSG00000128513	7	124822386	124929983	-	107598	1334
ENSG00000224897	7	124929873	125179315	+	249443	470
ENSG00000186676	7	125033453	125035301	+	1849	0
ENSG00000224899	7	125151326	125153611	-	2286	0
ENSG00000205898	7	125159974	125160547	-	574	0
ENSG00000237764	7	125172218	125379321	+	207104	134
ENSG00000219445	7	125229579	125264291	-	34713	0
ENSG00000213291	7	125300504	125300878	-	375	0
ENSG00000234071	7	125344969	125345377	+	409	0
ENSG00000227847	7	125345825	125346197	+	373	0
ENSG00000227869	7	125431347	125466401	+	35055	65
ENSG00000197462	7	125917871	125933832	+	15962	0
ENSG00000221418	7	126040229	126040300	+	72	0
ENSG00000241921	7	126378970	126424185	+	45216	46
ENSG00000179603	7	126438598	127253294	-	814697	1100
ENSG00000227249	7	126511135	126512879	+	1745	0
ENSG00000224981	7	126868767	126870532	-	1766	0
ENSG00000230820	7	126980967	126981778	+	812	0
ENSG00000207692	7	127058079	127058187	-	109	0
ENSG00000236340	7	127215127	127229921	+	14795	0
ENSG00000236105	7	127295620	127296203	+	584	2
ENSG00000048405	7	127346790	127431924	-	85135	915
ENSG00000279265	7	127349833	127350293	-	461	0
ENSG00000224138	7	127350128	127351523	+	1396	0
ENSG00000280347	7	127359785	127364759	-	4975	0
ENSG00000226770	7	127476883	127485804	+	8922	1
ENSG00000179562	7	127580618	127593611	-	12994	1113
ENSG00000004059	7	127588345	127591705	+	3361	0
ENSG00000106328	7	127591409	127602144	+	10736	20
ENSG00000106331	7	127610292	127615928	-	5637	2
ENSG00000240790	7	127644685	127652012	-	7328	0
ENSG00000197157	7	127652180	128092609	+	440430	7384
ENSG00000240579	7	127857852	127858488	-	637	0
ENSG00000279078	7	127997597	128000077	+	2481	0
ENSG00000128594	7	128027071	128032107	-	5037	0
ENSG00000207588	7	128081861	128081960	+	100	0
ENSG00000207705	7	128207871	128207943	+	73	0
ENSG00000174697	7	128241284	128257628	+	16345	4
ENSG00000272915	7	128264526	128264889	-	364	11
ENSG00000221429	7	128290004	128290091	+	88	5
ENSG00000106344	7	128297685	128343908	-	46224	2526
ENSG00000242261	7	128306649	128307678	+	1030	0
ENSG00000238750	7	128344081	128344142	+	62	0
ENSG00000224940	7	128350325	128361685	-	11361	634
ENSG00000106348	7	128392277	128410252	-	17976	4886
ENSG00000228700	7	128433422	128433713	-	292	0
ENSG00000279916	7	128441694	128442726	-	1033	0
ENSG00000238590	7	128443449	128443510	-	62	0
ENSG00000273184	7	128455840	128493859	+	38020	268
ENSG00000135245	7	128455849	128458418	+	2570	0
ENSG00000240758	7	128455937	128469197	+	13261	0
ENSG00000272601	7	128466563	128469171	+	2609	0
ENSG00000165055	7	128476729	128506602	+	29874	1720
ENSG00000276988	7	128483907	128484158	-	252	0
ENSG00000273270	7	128524016	128531069	-	7054	830
ENSG00000242588	7	128531698	128629458	+	97761	408
ENSG00000213280	7	128570241	128570688	-	448	0
ENSG00000223189	7	128627172	128627275	+	104	0
ENSG00000243302	7	128651185	128652334	+	1150	301
ENSG00000230715	7	128652841	128653243	+	403	188
ENSG00000229413	7	128653690	128654019	-	330	42
ENSG00000243679	7	128653969	128654722	+	754	253
ENSG00000271553	7	128667043	128668156	+	1114	184
ENSG00000241493	7	128669087	128669892	-	806	7
ENSG00000205085	7	128672288	128686875	+	14588	501
ENSG00000270810	7	128687288	128687872	+	585	62
ENSG00000271344	7	128690451	128691717	+	1267	254
ENSG00000239722	7	128693450	128693924	+	475	4
ENSG00000201041	7	128697439	128697556	+	118	2
ENSG00000252866	7	128697710	128697744	+	35	0
ENSG00000135248	7	128709061	128731743	+	22683	72
ENSG00000128595	7	128739292	128771807	+	32516	4767
ENSG00000244218	7	128761338	128761598	+	261	0
ENSG00000128617	7	128772491	128775790	-	3300	614
ENSG00000128596	7	128790757	128822132	+	31376	3581
ENSG00000128591	7	128830377	128859274	+	28898	406
ENSG00000242902	7	128850162	128862626	-	12465	18
ENSG00000135253	7	128862451	128910719	-	48269	90
ENSG00000128524	7	128862826	128865844	+	3019	0
ENSG00000272899	7	128866579	128872044	+	5466	0
ENSG00000221401	7	128906772	128906890	+	119	0
ENSG00000224163	7	128912732	128914063	-	1332	0
ENSG00000128604	7	128937612	128950035	+	12424	425
ENSG00000275106	7	128952527	128953316	-	790	3
ENSG00000064419	7	128954180	129055144	-	100965	3401
ENSG00000242241	7	128970734	128971029	+	296	0
ENSG00000244556	7	129028889	129030527	+	1639	0
ENSG00000230359	7	129056019	129056770	+	752	29
ENSG00000242162	7	129066021	129066462	-	442	0
ENSG00000241102	7	129095301	129095811	-	511	0
ENSG00000241573	7	129096027	129096735	-	709	0
ENSG00000240416	7	129117513	129117827	-	315	0
ENSG00000230626	7	129126518	129130793	+	4276	48
ENSG00000158457	7	129144892	129169697	+	24806	1080
ENSG00000200629	7	129164849	129164961	+	113	0
ENSG00000128602	7	129188872	129213545	+	24674	490
ENSG00000243230	7	129209775	129213545	-	3771	0
ENSG00000158467	7	129225023	129430211	+	205189	10635
ENSG00000238072	7	129410113	129410370	-	258	0
ENSG00000128578	7	129433890	129488399	+	54510	28812
ENSG00000239919	7	129477875	129478101	+	227	0
ENSG00000199846	7	129484504	129484656	+	153	0
ENSG00000240204	7	129502479	129512932	+	10454	792
ENSG00000273329	7	129604548	129611630	-	7083	375
ENSG00000106459	7	129611714	129757082	+	145369	2672
ENSG00000212238	7	129756266	129756377	+	112	0
ENSG00000207990	7	129770379	129770490	-	112	0
ENSG00000199158	7	129774692	129774769	-	78	0
ENSG00000207691	7	129774905	129775014	-	110	0
ENSG00000242078	7	129783370	129785185	-	1816	0
ENSG00000186591	7	129830732	129952949	-	122218	10659
ENSG00000244036	7	129953234	130026551	+	73318	18
ENSG00000199516	7	129954693	129954794	+	102	0
ENSG00000091732	7	130018286	130051451	-	33166	335
ENSG00000201109	7	130027277	130027397	+	121	0
ENSG00000128607	7	130070510	130135720	+	65211	5047
ENSG00000229196	7	130141731	130142615	+	885	6
ENSG00000146842	7	130164715	130207770	-	43056	614
ENSG00000240571	7	130173718	130205361	+	31644	0
ENSG00000165120	7	130207860	130216843	+	8984	2
ENSG00000270992	7	130255902	130262770	+	6869	2
ENSG00000158516	7	130266827	130289798	+	22972	42
ENSG00000128510	7	130293134	130324180	+	31047	18
ENSG00000158525	7	130344816	130368730	+	23915	10
ENSG00000091704	7	130380339	130388114	+	7776	59
ENSG00000106477	7	130393771	130442433	-	48663	2155
ENSG00000259920	7	130481491	130484392	-	2902	86
ENSG00000272701	7	130486042	130486183	-	142	9
ENSG00000106484	7	130486171	130506296	+	20126	1025
ENSG00000277269	7	130487483	130487622	+	140	0
ENSG00000278055	7	130488304	130488538	+	235	0
ENSG00000274500	7	130489868	130489966	+	99	0
ENSG00000270823	7	130495794	130498427	-	2634	0
ENSG00000199043	7	130496111	130496204	+	94	0
ENSG00000158623	7	130506238	130668748	-	162511	22963
ENSG00000270953	7	130507660	130508282	+	623	0
ENSG00000239021	7	130602795	130602913	-	119	0
ENSG00000226045	7	130645225	130645594	-	370	0
ENSG00000213265	7	130668648	130687432	-	18785	2
ENSG00000266265	7	130731235	130734061	-	2827	4
ENSG00000271522	7	130790208	130791724	+	1517	0
ENSG00000229858	7	130822868	130823219	-	352	5
ENSG00000240680	7	130823205	130823511	-	307	0
ENSG00000232716	7	130840204	130843725	-	3522	4
ENSG00000233559	7	130853720	130928649	+	74930	89
ENSG00000277934	7	130876736	130876821	-	86	0
ENSG00000226380	7	130876809	130913310	-	36502	0
ENSG00000274250	7	130877459	130877539	-	81	0
ENSG00000271204	7	130930209	130932206	-	1998	4
ENSG00000273319	7	130936464	130939661	+	3198	10
ENSG00000231721	7	130941760	131110176	-	168417	2144
ENSG00000199627	7	131054886	131054992	-	107	0
ENSG00000128585	7	131110096	131496636	+	386541	3270
ENSG00000233287	7	131242590	131242995	+	406	0
ENSG00000236753	7	131309744	131328222	-	18479	0
ENSG00000273489	7	131493964	131497694	-	3731	23
ENSG00000128567	7	131500262	131558217	-	57956	9616
ENSG00000224545	7	131520137	131520503	+	367	0
ENSG00000213261	7	131661952	131662624	-	673	48
ENSG00000236238	7	131665507	131665858	+	352	0
ENSG00000236395	7	131702269	131702653	-	385	0
ENSG00000236281	7	131753746	131754252	-	507	6
ENSG00000252811	7	131852680	131852774	-	95	0
ENSG00000233263	7	131892616	131893615	-	1000	0
ENSG00000236386	7	131893822	131894074	+	253	0
ENSG00000224865	7	131897641	131948953	+	51313	16
ENSG00000229532	7	132086266	132087992	+	1727	0
ENSG00000221866	7	132123332	132648688	-	525357	5890
ENSG00000225144	7	132264152	132271269	+	7118	0
ENSG00000223436	7	132352334	132367976	+	15643	0
ENSG00000183470	7	132648794	132728769	+	79976	1
ENSG00000273790	7	132690371	132690455	-	85	0
ENSG00000201009	7	132753023	132753126	+	104	0
ENSG00000225881	7	132758970	132760632	+	1663	0
ENSG00000106554	7	132784868	133082088	-	297221	2988
ENSG00000227197	7	132830693	132849593	+	18901	0
ENSG00000272393	7	133082829	133082932	+	104	0
ENSG00000237821	7	133169416	133170514	-	1099	18
ENSG00000131558	7	133253073	134066589	+	813517	5122
ENSG00000238844	7	133262640	133262730	-	91	0
ENSG00000276137	7	133290881	133290988	+	108	0
ENSG00000235429	7	133315009	133315413	-	405	0
ENSG00000235967	7	133727368	133727734	-	367	0
ENSG00000226205	7	133732493	133733595	-	1103	0
ENSG00000155530	7	134127299	134264591	+	137293	230
ENSG00000231098	7	134284500	134286055	+	1556	2
ENSG00000205060	7	134289332	134317051	-	27720	4192
ENSG00000229177	7	134346071	134350791	-	4721	2
ENSG00000273297	7	134416290	134432453	-	16164	103
ENSG00000085662	7	134442350	134459284	-	16935	9434
ENSG00000198074	7	134527592	134541408	+	13817	0
ENSG00000227471	7	134549136	134579875	+	30740	10
ENSG00000172331	7	134646808	134679813	+	33006	1419
ENSG00000224375	7	134684144	134687990	+	3847	1
ENSG00000230101	7	134734898	134735129	-	232	0
ENSG00000122786	7	134744252	134970728	+	226477	7739
ENSG00000146856	7	134986508	135147963	+	161456	690
ENSG00000122783	7	135092363	135170795	-	78433	579
ENSG00000223500	7	135128444	135129685	+	1242	0
ENSG00000146859	7	135148072	135166215	+	18144	0
ENSG00000272941	7	135168403	135169547	+	1145	0
ENSG00000105875	7	135183839	135211534	-	27696	3013
ENSG00000231794	7	135198401	135202356	+	3956	0
ENSG00000277138	7	135206994	135207078	-	85	0
ENSG00000146857	7	135231979	135258492	+	26514	48
ENSG00000276067	7	135270017	135277409	-	7393	2
ENSG00000080802	7	135361795	135510127	-	148333	3247
ENSG00000227073	7	135444461	135444925	+	465	0
ENSG00000155561	7	135557919	135648757	+	90839	2167
ENSG00000271414	7	135650972	135651416	+	445	9
ENSG00000223718	7	135660039	135660647	+	609	2
ENSG00000243317	7	135662496	135693418	+	30923	2803
ENSG00000212303	7	135665599	135665702	-	104	0
ENSG00000164707	7	135681237	135729258	-	48022	625
ENSG00000273219	7	135704537	135704841	+	305	0
ENSG00000189320	7	135728348	135748846	-	20499	70
ENSG00000222219	7	135798006	135798109	-	104	0
ENSG00000224746	7	135926455	135932881	+	6427	2
ENSG00000105887	7	135926761	135977353	-	50593	2495
ENSG00000267697	7	135927274	135927450	-	177	0
ENSG00000199700	7	135960703	135960809	+	107	0
ENSG00000230649	7	136025761	136084668	+	58908	4
ENSG00000274268	7	136052813	136052917	+	105	0
ENSG00000232053	7	136092925	136437426	+	344502	8
ENSG00000206705	7	136129980	136130081	-	102	0
ENSG00000220982	7	136244444	136244536	+	93	0
ENSG00000236503	7	136262558	136263017	-	460	0
ENSG00000226066	7	136485656	136488317	+	2662	0
ENSG00000234352	7	136685559	137182107	-	496549	16
ENSG00000231244	7	136713871	136715188	+	1318	0
ENSG00000181072	7	136868669	137020255	+	151587	0
ENSG00000207597	7	136903167	136903294	+	128	0
ENSG00000223657	7	136938280	136938553	-	274	0
ENSG00000224469	7	137164043	137164612	+	570	0
ENSG00000105894	7	137227341	137343865	-	116525	12225
ENSG00000202023	7	137287687	137287762	+	76	0
ENSG00000231114	7	137318592	137326953	+	8362	0
ENSG00000228031	7	137344930	137354483	-	9554	26
ENSG00000157680	7	137381037	137847092	-	466056	8297
ENSG00000279483	7	137513832	137514238	+	407	0
ENSG00000230383	7	137721985	137722846	+	862	0
ENSG00000182158	7	137874979	138002067	-	127089	1959
ENSG00000237243	7	137953348	137957966	+	4619	0
ENSG00000122787	7	138002324	138117986	+	115663	6
ENSG00000234639	7	138022458	138024339	+	1882	0
ENSG00000231923	7	138046654	138047897	+	1244	0
ENSG00000231931	7	138060056	138060293	+	238	0
ENSG00000221558	7	138068542	138068629	-	88	0
ENSG00000222514	7	138091254	138091315	+	62	0
ENSG00000233951	7	138122202	138124595	+	2394	0
ENSG00000266193	7	138123758	138123821	+	64	0
ENSG00000225559	7	138163440	138164637	+	1198	7
ENSG00000252820	7	138175045	138175136	+	92	1
ENSG00000201465	7	138187998	138188129	-	132	0
ENSG00000213238	7	138298088	138298484	-	397	0
ENSG00000213237	7	138404195	138404523	-	329	0
ENSG00000214815	7	138440690	138442238	+	1549	0
ENSG00000122779	7	138460334	138589993	+	129660	1993
ENSG00000234995	7	138490581	138491361	-	781	0
ENSG00000157703	7	138594285	138701352	-	107068	105
ENSG00000252188	7	138625060	138625179	-	120	0
ENSG00000234658	7	138645671	138646448	-	778	0
ENSG00000243099	7	138688980	138689522	+	543	0
ENSG00000223721	7	138701607	138703062	+	1456	0
ENSG00000105929	7	138706295	138799560	-	93266	106
ENSG00000214128	7	138797952	138838101	+	40150	24
ENSG00000122778	7	138831381	138981318	-	149938	714
ENSG00000199646	7	138876359	138876465	-	107	0
ENSG00000146858	7	139025706	139036029	-	10324	193
ENSG00000105939	7	139043520	139109719	-	66200	1636
ENSG00000229677	7	139049456	139050006	-	551	0
ENSG00000105948	7	139133744	139191986	+	58243	469
ENSG00000239254	7	139172516	139174266	-	1751	0
ENSG00000271537	7	139198557	139199142	-	586	6
ENSG00000228360	7	139227537	139227828	-	292	20
ENSG00000271404	7	139228221	139228605	+	385	7
ENSG00000157741	7	139230356	139308236	+	77881	3244
ENSG00000206843	7	139315291	139315394	-	104	0
ENSG00000164898	7	139339457	139346319	+	6863	12
ENSG00000146963	7	139340359	139423457	+	83099	1569
ENSG00000269955	7	139341360	139422599	+	81240	0
ENSG00000273391	7	139359032	139359566	-	535	0
ENSG00000252332	7	139448740	139448843	+	104	0
ENSG00000188883	7	139452690	139483712	-	31023	18
ENSG00000253183	7	139502453	139503812	+	1360	0
ENSG00000236279	7	139523856	139544984	+	21129	1999
ENSG00000254270	7	139534240	139534549	+	310	0
ENSG00000064393	7	139561570	139777778	-	216209	68456
ENSG00000059377	7	139777051	140020325	+	243275	1151
ENSG00000059378	7	140023744	140063721	-	39978	841
ENSG00000006459	7	140084746	140177035	-	92290	1532
ENSG00000251728	7	140094697	140094792	-	96	0
ENSG00000260231	7	140177261	140179640	+	2380	244
ENSG00000199971	7	140209563	140209671	-	109	0
ENSG00000199283	7	140241870	140242032	+	163	0
ENSG00000270512	7	140282465	140282920	+	456	0
ENSG00000241661	7	140292752	140293339	+	588	2
ENSG00000157800	7	140293693	140404433	-	110741	2446
ENSG00000223113	7	140370441	140370545	+	105	0
ENSG00000202472	7	140386781	140386907	-	127	0
ENSG00000146955	7	140404043	140426250	+	22208	7
ENSG00000103200	7	140435316	140435787	-	472	0
ENSG00000133606	7	140453040	140479569	-	26530	7094
ENSG00000146966	7	140518420	140673993	-	155574	4056
ENSG00000221732	7	140580287	140580349	+	63	0
ENSG00000201354	7	140609847	140609955	+	109	0
ENSG00000240173	7	140645829	140646126	+	298	0
ENSG00000133597	7	140673153	140696261	+	23109	1060
ENSG00000090266	7	140690777	140722790	+	32014	6656
ENSG00000240889	7	140695336	140697077	-	1742	0
ENSG00000157764	7	140719327	140924764	-	205438	1521
ENSG00000271932	7	140884072	140884178	+	107	0
ENSG00000271611	7	140934867	140935010	+	144	0
ENSG00000242703	7	140997952	140999800	-	1849	0
ENSG00000273081	7	141002610	141004849	-	2240	359
ENSG00000090263	7	141006054	141015228	-	9175	2254
ENSG00000223212	7	141052249	141052409	+	161	0
ENSG00000261115	7	141074232	141480380	+	406149	6798
ENSG00000261778	7	141173043	141173216	-	174	0
ENSG00000261624	7	141351977	141352768	+	792	0
ENSG00000204990	7	141414383	141416390	-	2008	0
ENSG00000261629	7	141429711	141431268	-	1558	0
ENSG00000261797	7	141512698	141513183	-	486	4
ENSG00000261570	7	141529203	141551304	-	22102	47
ENSG00000006530	7	141551189	141655244	+	104056	1177
ENSG00000244701	7	141652381	141656810	-	4430	626
ENSG00000257093	7	141656728	141702153	-	45426	12147
ENSG00000270157	7	141662922	141663846	-	925	0
ENSG00000228775	7	141704338	141738346	-	34009	66
ENSG00000214102	7	141708353	141731271	+	22919	0
ENSG00000212153	7	141727984	141728148	+	165	0
ENSG00000106028	7	141738321	141787922	+	49602	3237
ENSG00000127362	7	141764097	141765197	+	1101	0
ENSG00000127364	7	141778442	141780819	+	2378	0
ENSG00000270923	7	141787815	141788640	+	826	20
ENSG00000127366	7	141790217	141791367	+	1151	144
ENSG00000241926	7	141801315	141802059	-	745	2
ENSG00000224354	7	141802482	141803487	-	1006	2
ENSG00000239648	7	141803701	141804652	-	952	2
ENSG00000240677	7	141811805	141812257	+	453	0
ENSG00000165076	7	141836286	141841487	-	5202	75
ENSG00000265523	7	141859818	141859869	-	52	0
ENSG00000240031	7	141862860	141863737	+	878	8
ENSG00000237621	7	141887148	141888092	+	945	10
ENSG00000257335	7	141907813	142106747	+	198935	189
ENSG00000244292	7	141911217	141911943	+	727	0
ENSG00000258083	7	141918817	141919909	+	1093	0
ENSG00000258227	7	141927357	141947007	-	19651	0
ENSG00000257138	7	141972631	141973773	-	1143	0
ENSG00000257743	7	142111749	142222324	+	110576	18
ENSG00000240268	7	142240740	142247067	-	6328	1
ENSG00000258223	7	142252143	142258058	-	5916	0
ENSG00000186163	7	142265833	142272235	-	6403	0
ENSG00000241881	7	142285750	142288869	+	3120	0
ENSG00000277083	7	142287251	142291597	-	4347	0
ENSG00000242736	7	142299177	142299460	+	284	0
ENSG00000226660	7	142300924	142301432	+	509	3
ENSG00000237702	7	142308542	142309048	+	507	2
ENSG00000211710	7	142313184	142313666	+	483	4
ENSG00000211734	7	142320677	142321544	+	868	0
ENSG00000211706	7	142328297	142328786	+	490	4
ENSG00000211707	7	142332182	142332701	+	520	2
ENSG00000211745	7	142345421	142345985	+	565	0
ENSG00000243889	7	142358639	142358917	+	279	0
ENSG00000242771	7	142372640	142372912	+	273	2
ENSG00000211713	7	142380806	142381261	+	456	0
ENSG00000211714	7	142384329	142384841	+	513	0
ENSG00000239944	7	142386378	142386647	+	270	0
ENSG00000211715	7	142389202	142389668	+	467	0
ENSG00000211716	7	142391891	142392412	+	522	0
ENSG00000211717	7	142399860	142400377	+	518	0
ENSG00000211720	7	142407672	142408136	+	465	0
ENSG00000244661	7	142415224	142415666	+	443	0
ENSG00000229769	7	142424965	142425465	+	501	0
ENSG00000241657	7	142433895	142434394	+	500	0
ENSG00000211739	7	142440883	142441325	+	443	0
ENSG00000211721	7	142450947	142451448	+	502	0
ENSG00000253409	7	142455174	142455635	+	462	0
ENSG00000230099	7	142462916	142463581	+	666	1
ENSG00000211724	7	142469537	142470013	+	477	0
ENSG00000227550	7	142474096	142474567	+	472	0
ENSG00000211725	7	142482548	142483019	+	472	0
ENSG00000253188	7	142487863	142488295	+	433	0
ENSG00000211727	7	142492132	142492673	+	542	2
ENSG00000211728	7	142500028	142500534	+	507	0
ENSG00000253534	7	142507382	142507810	+	429	0
ENSG00000253291	7	142511626	142512127	+	502	0
ENSG00000211731	7	142520090	142520556	+	467	0
ENSG00000278030	7	142529290	142529762	+	473	0
